WeatherData3
Time[h],GlobalRadiation[W/m2],DiffusRadiation[W/m2],AmbientAirTemperature[C],AmbientAirHumidity[%]
52.00,0.00,0.00,11.40,98.00
53.00,0.00,0.00,11.30,98.00
54.00,0.00,0.00,11.30,98.00
55.00,0.00,0.00,11.20,98.00
56.00,0.00,0.00,11.30,98.00
57.00,40.00,31.00,11.80,96.00
58.00,111.00,95.00,12.60,91.00
59.00,269.00,139.00,13.80,80.00
60.00,339.00,166.00,14.90,76.00
61.00,369.00,172.00,15.80,73.00
62.00,315.00,229.00,16.20,73.00
63.00,278.00,149.00,16.40,71.00
64.00,181.00,129.00,16.30,67.00
65.00,80.00,52.00,15.80,69.00
66.00,1.00,1.00,15.10,73.00
67.00,0.00,0.00,14.70,77.00
68.00,0.00,0.00,14.30,76.00
69.00,0.00,0.00,13.90,80.00
70.00,0.00,0.00,13.40,83.00
71.00,0.00,0.00,13.00,85.00
72.00,0.00,0.00,12.70,86.00
73.00,0.00,0.00,12.10,84.00
74.00,0.00,0.00,11.50,85.00
75.00,0.00,0.00,10.80,83.00
76.00,0.00,0.00,10.50,85.00
77.00,0.00,0.00,10.20,88.00
78.00,0.00,0.00,10.00,87.00
79.00,0.00,0.00,9.70,88.00
80.00,0.00,0.00,9.70,87.00
81.00,35.00,31.00,10.00,85.00
82.00,161.00,87.00,11.00,85.00
83.00,243.00,172.00,11.90,81.00
84.00,294.00,223.00,12.60,77.00
85.00,301.00,237.00,13.00,77.00
86.00,318.00,230.00,13.30,77.00
87.00,284.00,147.00,13.50,74.00
88.00,197.00,108.00,13.50,74.00
89.00,64.00,55.00,13.00,73.00
90.00,1.00,1.00,12.40,79.00
91.00,0.00,0.00,12.00,86.00
92.00,0.00,0.00,11.60,86.00
93.00,0.00,0.00,11.20,89.00
94.00,0.00,0.00,10.80,90.00
95.00,0.00,0.00,10.40,90.00
96.00,0.00,0.00,9.90,95.00
97.00,0.00,0.00,9.70,88.00
98.00,0.00,0.00,9.50,87.00
99.00,0.00,0.00,9.30,88.00
100.00,0.00,0.00,9.20,87.00
101.00,0.00,0.00,9.10,87.00
102.00,0.00,0.00,9.00,90.00
103.00,0.00,0.00,9.00,88.00
104.00,0.00,0.00,9.00,87.00
105.00,43.00,30.00,9.50,86.00
106.00,146.00,106.00,10.50,81.00
107.00,235.00,172.00,11.40,78.00
108.00,333.00,170.00,12.50,75.00
109.00,349.00,199.00,13.10,70.00
110.00,335.00,201.00,13.50,70.00
111.00,182.00,163.00,13.50,69.00
112.00,86.00,86.00,13.00,72.00
113.00,9.00,9.00,12.50,81.00
114.00,1.00,1.00,12.00,81.00
115.00,0.00,0.00,11.60,81.00
116.00,0.00,0.00,11.20,81.00
117.00,0.00,0.00,10.90,81.00
118.00,0.00,0.00,10.50,81.00
119.00,0.00,0.00,10.10,81.00
120.00,0.00,0.00,9.80,81.00
121.00,0.00,0.00,9.30,81.00
122.00,0.00,0.00,8.80,81.00
123.00,0.00,0.00,8.30,81.00
124.00,0.00,0.00,8.00,72.00
125.00,0.00,0.00,7.80,75.00
126.00,0.00,0.00,7.60,72.00
127.00,0.00,0.00,7.40,74.00
128.00,0.00,0.00,7.40,75.00
129.00,58.00,32.00,8.10,79.00
130.00,196.00,57.00,9.40,71.00
131.00,330.00,63.00,10.80,66.00
132.00,414.00,80.00,12.10,56.00
133.00,465.00,68.00,13.00,55.00
134.00,448.00,67.00,13.60,59.00
135.00,376.00,61.00,13.90,57.00
136.00,259.00,54.00,13.70,55.00
137.00,113.00,40.00,13.10,58.00
138.00,2.00,2.00,12.30,58.00
139.00,0.00,0.00,11.80,64.00
140.00,0.00,0.00,11.40,67.00
141.00,0.00,0.00,11.00,69.00
142.00,0.00,0.00,10.60,72.00
143.00,0.00,0.00,10.20,70.00
144.00,0.00,0.00,9.80,69.00
145.00,0.00,0.00,9.50,71.00
146.00,0.00,0.00,9.10,75.00
147.00,0.00,0.00,8.80,77.00
148.00,0.00,0.00,8.60,74.00
149.00,0.00,0.00,8.40,79.00
150.00,0.00,0.00,8.30,80.00
151.00,0.00,0.00,8.20,82.00
152.00,0.00,0.00,8.10,82.00
153.00,48.00,35.00,8.70,82.00
154.00,132.00,100.00,9.60,80.00
155.00,211.00,163.00,10.60,81.00
156.00,369.00,177.00,11.90,78.00
157.00,315.00,228.00,12.60,80.00
158.00,322.00,234.00,13.00,74.00
159.00,296.00,151.00,13.20,75.00
160.00,230.00,94.00,13.30,73.00
161.00,140.00,67.00,13.00,76.00
162.00,3.00,3.00,12.30,82.00
163.00,0.00,0.00,12.00,89.00
164.00,0.00,0.00,11.70,88.00
165.00,0.00,0.00,11.40,88.00
166.00,0.00,0.00,11.10,88.00
167.00,0.00,0.00,10.80,90.00
168.00,0.00,0.00,10.60,91.00
169.00,0.00,0.00,10.40,85.00
170.00,0.00,0.00,10.20,86.00
171.00,0.00,0.00,9.90,90.00
172.00,0.00,0.00,9.40,95.00
173.00,0.00,0.00,9.60,95.00
174.00,0.00,0.00,9.70,98.00
175.00,0.00,0.00,9.60,98.00
176.00,0.00,0.00,9.50,97.00
177.00,13.00,13.00,9.70,98.00
178.00,39.00,39.00,9.80,96.00
179.00,69.00,69.00,10.00,94.00
180.00,92.00,92.00,10.30,94.00
181.00,96.00,96.00,10.50,95.00
182.00,96.00,96.00,10.70,97.00
183.00,77.00,77.00,10.70,94.00
184.00,54.00,54.00,10.60,93.00
185.00,24.00,24.00,10.30,98.00
186.00,1.00,1.00,10.20,98.00
187.00,0.00,0.00,10.10,91.00
188.00,0.00,0.00,9.90,91.00
189.00,0.00,0.00,9.40,98.00
190.00,0.00,0.00,8.60,98.00
191.00,0.00,0.00,8.60,98.00
192.00,0.00,0.00,7.20,99.00
193.00,0.00,0.00,8.70,97.00
194.00,0.00,0.00,8.40,97.00
195.00,0.00,0.00,8.10,98.00
196.00,0.00,0.00,7.20,99.00
197.00,0.00,0.00,8.10,97.00
198.00,0.00,0.00,8.00,97.00
199.00,0.00,0.00,8.00,98.00
200.00,0.00,0.00,8.00,98.00
201.00,5.00,5.00,8.00,97.00
202.00,18.00,18.00,8.20,97.00
203.00,30.00,30.00,8.30,97.00
204.00,38.00,38.00,8.50,97.00
205.00,41.00,41.00,8.50,93.00
206.00,304.00,213.00,9.50,86.00
207.00,259.00,202.00,10.10,82.00
208.00,185.00,146.00,10.40,87.00
209.00,81.00,67.00,10.30,87.00
210.00,1.00,1.00,10.00,87.00
211.00,0.00,0.00,9.80,91.00
212.00,0.00,0.00,9.60,91.00
213.00,0.00,0.00,9.50,96.00
214.00,0.00,0.00,9.20,97.00
215.00,0.00,0.00,8.70,98.00
216.00,0.00,0.00,8.80,97.00
217.00,0.00,0.00,8.00,98.00
218.00,0.00,0.00,8.50,97.00
219.00,0.00,0.00,8.40,97.00
220.00,0.00,0.00,8.20,97.00
221.00,0.00,0.00,8.00,98.00
222.00,0.00,0.00,8.30,98.00
223.00,0.00,0.00,8.20,98.00
224.00,0.00,0.00,8.20,98.00
225.00,8.00,8.00,8.30,98.00
226.00,36.00,36.00,8.60,98.00
227.00,43.00,43.00,8.80,97.00
228.00,46.00,46.00,9.00,97.00
229.00,62.00,62.00,9.10,97.00
230.00,344.00,216.00,10.30,96.00
231.00,280.00,205.00,10.90,92.00
232.00,191.00,148.00,11.20,87.00
233.00,89.00,70.00,11.10,90.00
234.00,1.00,1.00,10.70,90.00
235.00,0.00,0.00,10.50,92.00
236.00,0.00,0.00,10.20,92.00
237.00,0.00,0.00,9.90,97.00
238.00,0.00,0.00,9.70,97.00
239.00,0.00,0.00,9.50,94.00
240.00,0.00,0.00,9.30,90.00
241.00,0.00,0.00,9.00,86.00
242.00,0.00,0.00,8.60,87.00
243.00,0.00,0.00,8.40,91.00
244.00,0.00,0.00,8.30,93.00
245.00,0.00,0.00,8.20,94.00
246.00,0.00,0.00,8.10,98.00
247.00,0.00,0.00,8.00,98.00
248.00,0.00,0.00,8.00,97.00
249.00,32.00,31.00,8.40,92.00
250.00,115.00,104.00,9.20,87.00
251.00,200.00,171.00,10.10,78.00
252.00,249.00,216.00,10.90,74.00
253.00,250.00,225.00,11.50,72.00
254.00,258.00,226.00,11.90,70.00
255.00,212.00,187.00,12.00,70.00
256.00,169.00,139.00,12.10,71.00
257.00,70.00,65.00,11.70,70.00
258.00,1.00,1.00,11.10,70.00
259.00,0.00,0.00,10.50,71.00
260.00,0.00,0.00,9.90,72.00
261.00,0.00,0.00,9.30,75.00
262.00,0.00,0.00,8.70,77.00
263.00,0.00,0.00,8.10,79.00
264.00,0.00,0.00,7.50,80.00
265.00,0.00,0.00,6.80,85.00
266.00,0.00,0.00,6.10,89.00
267.00,0.00,0.00,5.30,92.00
268.00,0.00,0.00,4.90,95.00
269.00,0.00,0.00,4.50,94.00
270.00,0.00,0.00,4.20,97.00
271.00,0.00,0.00,3.90,100.00
272.00,0.00,0.00,3.80,100.00
273.00,48.00,31.00,4.20,97.00
274.00,157.00,86.00,5.10,92.00
275.00,251.00,142.00,5.90,86.00
276.00,335.00,175.00,6.70,82.00
277.00,351.00,208.00,7.30,76.00
278.00,295.00,237.00,7.60,77.00
279.00,250.00,203.00,7.60,77.00
280.00,197.00,142.00,7.50,75.00
281.00,90.00,72.00,7.00,83.00
282.00,1.00,1.00,6.30,84.00
283.00,0.00,0.00,6.00,82.00
284.00,0.00,0.00,5.70,82.00
285.00,0.00,0.00,5.40,85.00
286.00,0.00,0.00,5.10,84.00
287.00,0.00,0.00,4.70,85.00
288.00,0.00,0.00,4.40,88.00
289.00,0.00,0.00,4.40,90.00
290.00,0.00,0.00,4.50,92.00
291.00,0.00,0.00,4.50,90.00
292.00,0.00,0.00,4.50,91.00
293.00,0.00,0.00,4.60,92.00
294.00,0.00,0.00,4.60,96.00
295.00,0.00,0.00,4.60,96.00
296.00,0.00,0.00,4.70,100.00
297.00,44.00,32.00,5.40,97.00
298.00,145.00,109.00,6.60,88.00
299.00,248.00,165.00,7.90,83.00
300.00,403.00,154.00,9.60,76.00
301.00,431.00,130.00,10.90,71.00
302.00,400.00,151.00,11.70,67.00
303.00,354.00,112.00,12.20,61.00
304.00,258.00,84.00,12.30,60.00
305.00,128.00,48.00,11.70,63.00
306.00,5.00,5.00,10.70,65.00
307.00,0.00,0.00,10.30,73.00
308.00,0.00,0.00,9.90,75.00
309.00,0.00,0.00,9.50,75.00
310.00,0.00,0.00,9.10,82.00
311.00,0.00,0.00,8.70,82.00
312.00,0.00,0.00,8.30,81.00
313.00,0.00,0.00,7.70,84.00
314.00,0.00,0.00,7.10,82.00
315.00,0.00,0.00,6.40,88.00
316.00,0.00,0.00,6.10,89.00
317.00,0.00,0.00,5.80,89.00
318.00,0.00,0.00,5.60,88.00
319.00,0.00,0.00,5.40,90.00
320.00,0.00,0.00,5.30,90.00
321.00,63.00,39.00,6.10,87.00
322.00,204.00,59.00,7.40,75.00
323.00,324.00,88.00,8.70,72.00
324.00,434.00,79.00,10.10,66.00
325.00,481.00,75.00,11.10,58.00
326.00,476.00,63.00,11.90,55.00
327.00,402.00,62.00,12.20,53.00
328.00,280.00,59.00,12.10,54.00
329.00,131.00,44.00,11.40,55.00
330.00,3.00,3.00,10.40,59.00
331.00,0.00,0.00,9.70,62.00
332.00,0.00,0.00,9.10,67.00
333.00,0.00,0.00,8.50,68.00
334.00,0.00,0.00,7.80,72.00
335.00,0.00,0.00,7.20,75.00
336.00,0.00,0.00,6.50,79.00
337.00,0.00,0.00,6.00,82.00
338.00,0.00,0.00,5.40,83.00
339.00,0.00,0.00,4.80,84.00
340.00,0.00,0.00,4.50,78.00
341.00,0.00,0.00,4.20,83.00
342.00,0.00,0.00,3.90,80.00
343.00,0.00,0.00,3.70,75.00
344.00,0.00,0.00,3.60,74.00
345.00,69.00,29.00,4.40,76.00
346.00,223.00,44.00,5.80,72.00
347.00,369.00,49.00,7.30,70.00
348.00,467.00,51.00,8.60,63.00
349.00,513.00,54.00,9.60,60.00
350.00,496.00,53.00,10.30,55.00
351.00,424.00,51.00,10.60,58.00
352.00,306.00,47.00,10.50,55.00
353.00,150.00,37.00,9.80,58.00
354.00,4.00,4.00,8.70,59.00
355.00,0.00,0.00,8.20,62.00
356.00,0.00,0.00,7.80,64.00
357.00,0.00,0.00,7.30,69.00
358.00,0.00,0.00,6.80,72.00
359.00,0.00,0.00,6.40,76.00
360.00,0.00,0.00,5.90,75.00
361.00,0.00,0.00,5.70,78.00
362.00,0.00,0.00,5.40,77.00
363.00,0.00,0.00,5.20,74.00
364.00,0.00,0.00,5.10,76.00
365.00,0.00,0.00,5.00,80.00
366.00,0.00,0.00,4.90,84.00
367.00,0.00,0.00,4.80,91.00
368.00,0.00,0.00,4.80,90.00
369.00,67.00,30.00,5.70,83.00
370.00,220.00,47.00,7.40,74.00
371.00,352.00,59.00,9.10,70.00
372.00,450.00,64.00,10.60,68.00
373.00,498.00,65.00,11.90,62.00
374.00,485.00,62.00,12.70,57.00
375.00,415.00,56.00,13.00,52.00
376.00,298.00,53.00,12.90,53.00
377.00,149.00,41.00,12.30,58.00
378.00,5.00,5.00,11.10,62.00
379.00,0.00,0.00,10.80,71.00
380.00,0.00,0.00,10.40,71.00
381.00,0.00,0.00,10.00,73.00
382.00,0.00,0.00,9.60,76.00
383.00,0.00,0.00,9.30,78.00
384.00,0.00,0.00,8.90,78.00
385.00,0.00,0.00,8.50,77.00
386.00,0.00,0.00,8.10,80.00
387.00,0.00,0.00,7.70,79.00
388.00,0.00,0.00,7.40,78.00
389.00,0.00,0.00,7.20,80.00
390.00,0.00,0.00,7.10,89.00
391.00,0.00,0.00,6.90,94.00
392.00,0.00,0.00,6.90,95.00
393.00,50.00,38.00,7.50,90.00
394.00,219.00,95.00,9.10,85.00
395.00,295.00,141.00,10.40,82.00
396.00,323.00,217.00,11.30,75.00
397.00,398.00,193.00,12.20,74.00
398.00,401.00,166.00,12.80,71.00
399.00,332.00,172.00,13.00,66.00
400.00,285.00,103.00,13.00,63.00
401.00,154.00,65.00,12.70,62.00
402.00,8.00,8.00,11.80,68.00
403.00,0.00,0.00,11.30,72.00
404.00,0.00,0.00,10.90,72.00
405.00,0.00,0.00,10.50,74.00
406.00,0.00,0.00,10.00,75.00
407.00,0.00,0.00,9.60,80.00
408.00,0.00,0.00,9.20,80.00
409.00,0.00,0.00,8.80,86.00
410.00,0.00,0.00,8.50,87.00
411.00,0.00,0.00,8.10,94.00
412.00,0.00,0.00,7.90,98.00
413.00,0.00,0.00,7.70,99.00
414.00,0.00,0.00,7.60,100.00
415.00,0.00,0.00,7.50,99.00
416.00,0.00,0.00,7.50,96.00
417.00,65.00,34.00,8.30,90.00
418.00,208.00,54.00,9.80,78.00
419.00,337.00,81.00,11.40,69.00
420.00,427.00,98.00,12.80,62.00
421.00,484.00,92.00,13.80,59.00
422.00,478.00,78.00,14.50,54.00
423.00,418.00,61.00,14.90,52.00
424.00,303.00,54.00,14.90,53.00
425.00,153.00,42.00,14.30,54.00
426.00,6.00,6.00,13.30,59.00
427.00,0.00,0.00,12.90,64.00
428.00,0.00,0.00,12.60,64.00
429.00,0.00,0.00,12.30,67.00
430.00,0.00,0.00,11.90,68.00
431.00,0.00,0.00,11.50,71.00
432.00,0.00,0.00,11.10,78.00
433.00,0.00,0.00,10.80,76.00
434.00,0.00,0.00,10.40,77.00
435.00,0.00,0.00,10.00,82.00
436.00,0.00,0.00,9.80,81.00
437.00,0.00,0.00,9.60,81.00
438.00,0.00,0.00,9.50,84.00
439.00,0.00,0.00,9.30,86.00
440.00,0.00,0.00,9.30,86.00
441.00,62.00,40.00,10.10,81.00
442.00,243.00,61.00,11.90,68.00
443.00,420.00,130.00,13.70,62.00
444.00,377.00,200.00,14.50,60.00
445.00,281.00,232.00,14.70,60.00
446.00,173.00,170.00,14.50,60.00
447.00,263.00,197.00,14.60,61.00
448.00,260.00,130.00,14.70,60.00
449.00,158.00,67.00,14.40,60.00
450.00,4.00,4.00,13.60,65.00
451.00,0.00,0.00,13.10,67.00
452.00,0.00,0.00,12.70,71.00
453.00,0.00,0.00,12.20,69.00
454.00,0.00,0.00,11.70,73.00
455.00,0.00,0.00,11.20,77.00
456.00,0.00,0.00,10.70,75.00
457.00,0.00,0.00,10.30,78.00
458.00,0.00,0.00,9.90,81.00
459.00,0.00,0.00,9.50,83.00
460.00,0.00,0.00,9.30,83.00
461.00,0.00,0.00,9.00,82.00
462.00,0.00,0.00,8.90,86.00
463.00,0.00,0.00,8.70,93.00
464.00,0.00,0.00,8.70,89.00
465.00,65.00,41.00,9.50,85.00
466.00,185.00,90.00,10.70,79.00
467.00,343.00,123.00,12.40,76.00
468.00,349.00,205.00,13.20,75.00
469.00,383.00,206.00,13.90,71.00
470.00,352.00,238.00,14.30,70.00
471.00,382.00,144.00,14.70,66.00
472.00,262.00,96.00,14.70,66.00
473.00,145.00,55.00,14.20,65.00
474.00,10.00,10.00,13.40,69.00
475.00,0.00,0.00,13.00,77.00
476.00,0.00,0.00,12.80,82.00
477.00,0.00,0.00,12.40,83.00
478.00,0.00,0.00,12.00,83.00
479.00,0.00,0.00,11.60,87.00
480.00,0.00,0.00,11.20,95.00
481.00,0.00,0.00,10.90,93.00
482.00,0.00,0.00,10.60,100.00
483.00,0.00,0.00,10.20,100.00
484.00,0.00,0.00,10.10,100.00
485.00,0.00,0.00,9.90,100.00
486.00,0.00,0.00,9.80,100.00
487.00,0.00,0.00,9.70,100.00
488.00,0.00,0.00,9.70,100.00
489.00,67.00,42.00,10.60,100.00
490.00,197.00,70.00,12.00,93.00
491.00,306.00,129.00,13.30,84.00
492.00,410.00,131.00,14.60,72.00
493.00,466.00,129.00,15.60,70.00
494.00,478.00,97.00,16.40,65.00
495.00,418.00,95.00,16.80,66.00
496.00,326.00,55.00,16.90,64.00
497.00,167.00,40.00,16.40,64.00
498.00,8.00,8.00,15.40,68.00
499.00,0.00,0.00,15.10,76.00
500.00,0.00,0.00,14.80,78.00
501.00,0.00,0.00,14.50,76.00
502.00,0.00,0.00,14.20,81.00
503.00,0.00,0.00,13.80,84.00
504.00,0.00,0.00,13.50,87.00
505.00,0.00,0.00,13.30,87.00
506.00,0.00,0.00,13.00,90.00
507.00,0.00,0.00,12.80,88.00
508.00,0.00,0.00,12.70,92.00
509.00,0.00,0.00,12.60,92.00
510.00,0.00,0.00,12.50,97.00
511.00,0.00,0.00,12.40,94.00
512.00,0.00,0.00,12.40,94.00
513.00,35.00,35.00,12.80,90.00
514.00,121.00,109.00,13.40,90.00
515.00,188.00,176.00,14.10,84.00
516.00,296.00,238.00,15.00,78.00
517.00,321.00,250.00,15.70,73.00
518.00,207.00,199.00,15.80,81.00
519.00,219.00,199.00,15.90,81.00
520.00,111.00,111.00,15.40,85.00
521.00,59.00,59.00,15.40,86.00
522.00,2.00,2.00,14.90,86.00
523.00,0.00,0.00,14.40,92.00
524.00,0.00,0.00,13.90,90.00
525.00,0.00,0.00,13.40,91.00
526.00,0.00,0.00,12.90,91.00
527.00,0.00,0.00,12.40,89.00
528.00,0.00,0.00,11.90,92.00
529.00,0.00,0.00,11.10,97.00
530.00,0.00,0.00,10.40,97.00
531.00,0.00,0.00,9.60,100.00
532.00,0.00,0.00,9.20,100.00
533.00,0.00,0.00,8.80,100.00
534.00,0.00,0.00,8.50,100.00
535.00,0.00,0.00,8.20,100.00
536.00,0.00,0.00,8.20,98.00
537.00,86.00,30.00,9.20,96.00
538.00,257.00,48.00,10.90,84.00
539.00,412.00,57.00,12.60,75.00
540.00,522.00,61.00,13.90,64.00
541.00,573.00,65.00,15.00,60.00
542.00,562.00,65.00,15.80,59.00
543.00,486.00,60.00,16.10,56.00
544.00,356.00,56.00,16.10,56.00
545.00,189.00,44.00,15.40,52.00
546.00,8.00,8.00,14.30,55.00
547.00,0.00,0.00,13.50,59.00
548.00,0.00,0.00,12.80,59.00
549.00,0.00,0.00,11.90,60.00
550.00,0.00,0.00,11.10,63.00
551.00,0.00,0.00,10.20,67.00
552.00,0.00,0.00,9.30,73.00
553.00,0.00,0.00,8.60,80.00
554.00,0.00,0.00,7.80,81.00
555.00,0.00,0.00,7.00,84.00
556.00,0.00,0.00,6.50,87.00
557.00,0.00,0.00,6.10,90.00
558.00,0.00,0.00,5.80,92.00
559.00,0.00,0.00,5.50,94.00
560.00,0.00,0.00,5.50,96.00
561.00,85.00,31.00,6.40,91.00
562.00,248.00,44.00,8.00,79.00
563.00,399.00,49.00,9.60,71.00
564.00,506.00,52.00,11.10,65.00
565.00,558.00,56.00,12.30,62.00
566.00,547.00,55.00,12.90,61.00
567.00,475.00,51.00,13.30,62.00
568.00,351.00,50.00,13.20,62.00
569.00,188.00,42.00,12.70,67.00
570.00,9.00,9.00,11.40,74.00
571.00,0.00,0.00,10.80,77.00
572.00,0.00,0.00,10.20,82.00
573.00,0.00,0.00,9.60,87.00
574.00,0.00,0.00,9.00,92.00
575.00,0.00,0.00,8.40,94.00
576.00,0.00,0.00,7.90,98.00
577.00,0.00,0.00,7.50,100.00
578.00,0.00,0.00,7.10,99.00
579.00,0.00,0.00,6.70,100.00
580.00,0.00,0.00,6.50,100.00
581.00,0.00,0.00,6.30,98.00
582.00,0.00,0.00,6.20,100.00
583.00,0.00,0.00,6.10,99.00
584.00,0.00,0.00,6.00,96.00
585.00,81.00,38.00,7.10,91.00
586.00,239.00,49.00,8.80,80.00
587.00,389.00,52.00,10.60,71.00
588.00,494.00,55.00,12.30,64.00
589.00,544.00,59.00,13.40,61.00
590.00,530.00,59.00,14.20,56.00
591.00,460.00,53.00,14.60,51.00
592.00,339.00,49.00,14.50,54.00
593.00,184.00,44.00,13.90,63.00
594.00,10.00,10.00,12.80,68.00
595.00,0.00,0.00,12.50,78.00
596.00,0.00,0.00,12.10,80.00
597.00,0.00,0.00,11.70,79.00
598.00,0.00,0.00,11.40,82.00
599.00,0.00,0.00,11.00,84.00
600.00,0.00,0.00,10.60,90.00
601.00,0.00,0.00,10.30,83.00
602.00,0.00,0.00,10.00,92.00
603.00,0.00,0.00,9.70,95.00
604.00,0.00,0.00,9.60,92.00
605.00,0.00,0.00,9.40,92.00
606.00,0.00,0.00,9.30,97.00
607.00,0.00,0.00,9.20,96.00
608.00,0.00,0.00,9.20,92.00
609.00,79.00,38.00,10.30,87.00
610.00,234.00,51.00,12.00,71.00
611.00,365.00,77.00,13.50,65.00
612.00,440.00,123.00,14.80,60.00
613.00,497.00,110.00,15.80,55.00
614.00,489.00,105.00,16.60,52.00
615.00,416.00,105.00,16.90,54.00
616.00,306.00,87.00,16.90,52.00
617.00,162.00,58.00,16.30,59.00
618.00,9.00,9.00,15.20,71.00
619.00,0.00,0.00,14.80,72.00
620.00,0.00,0.00,14.40,75.00
621.00,0.00,0.00,14.00,80.00
622.00,0.00,0.00,13.60,80.00
623.00,0.00,0.00,13.30,80.00
624.00,0.00,0.00,12.90,83.00
625.00,0.00,0.00,12.60,84.00
626.00,0.00,0.00,12.20,88.00
627.00,0.00,0.00,11.70,90.00
628.00,0.00,0.00,11.50,95.00
629.00,0.00,0.00,11.30,100.00
630.00,0.00,0.00,11.20,100.00
631.00,0.00,0.00,11.10,100.00
632.00,0.00,0.00,11.10,100.00
633.00,85.00,43.00,11.90,100.00
634.00,249.00,73.00,13.20,95.00
635.00,375.00,118.00,14.30,86.00
636.00,334.00,225.00,14.90,82.00
637.00,173.00,172.00,14.70,81.00
638.00,79.00,79.00,14.20,79.00
639.00,184.00,178.00,14.20,78.00
640.00,163.00,151.00,14.10,81.00
641.00,69.00,69.00,13.60,85.00
642.00,3.00,3.00,13.30,81.00
643.00,0.00,0.00,12.80,81.00
644.00,0.00,0.00,12.40,81.00
645.00,0.00,0.00,11.90,81.00
646.00,0.00,0.00,11.30,81.00
647.00,0.00,0.00,10.80,81.00
648.00,0.00,0.00,10.30,81.00
649.00,0.00,0.00,9.70,85.00
650.00,0.00,0.00,9.10,88.00
651.00,0.00,0.00,8.50,86.00
652.00,0.00,0.00,8.20,90.00
653.00,0.00,0.00,7.90,94.00
654.00,0.00,0.00,7.70,94.00
655.00,0.00,0.00,7.50,95.00
656.00,0.00,0.00,7.50,94.00
657.00,82.00,35.00,8.50,88.00
658.00,240.00,54.00,10.10,76.00
659.00,386.00,61.00,11.80,70.00
660.00,492.00,66.00,13.10,60.00
661.00,541.00,71.00,14.20,54.00
662.00,532.00,68.00,15.00,54.00
663.00,461.00,64.00,15.30,54.00
664.00,337.00,60.00,15.30,54.00
665.00,176.00,52.00,14.60,55.00
666.00,11.00,11.00,13.50,65.00
667.00,0.00,0.00,13.00,70.00
668.00,0.00,0.00,12.60,68.00
669.00,0.00,0.00,12.10,67.00
670.00,0.00,0.00,11.60,67.00
671.00,0.00,0.00,11.00,73.00
672.00,0.00,0.00,10.50,79.00
673.00,0.00,0.00,10.10,84.00
674.00,0.00,0.00,9.60,81.00
675.00,0.00,0.00,9.20,78.00
676.00,0.00,0.00,9.00,77.00
677.00,0.00,0.00,8.80,78.00
678.00,0.00,0.00,8.60,79.00
679.00,0.00,0.00,8.50,83.00
680.00,0.00,0.00,8.50,82.00
681.00,76.00,40.00,9.50,73.00
682.00,213.00,82.00,10.90,68.00
683.00,340.00,118.00,12.50,66.00
684.00,465.00,125.00,13.80,64.00
685.00,523.00,103.00,15.00,64.00
686.00,525.00,79.00,15.80,61.00
687.00,454.00,76.00,16.30,61.00
688.00,328.00,76.00,16.30,61.00
689.00,170.00,60.00,15.60,61.00
690.00,14.00,14.00,14.60,67.00
691.00,0.00,0.00,14.10,78.00
692.00,0.00,0.00,13.70,80.00
693.00,0.00,0.00,13.20,81.00
