WeatherData2
Time[h],GlobalRadiation[W/m2],DiffusRadiation[W/m2],AmbientAirTemperature[C],AmbientAirHumidity[%]
2225.00,200.00,147.00,28.20,77.00
2226.00,20.00,20.00,27.50,80.00
2227.00,0.00,0.00,26.90,83.00
2228.00,0.00,0.00,26.30,85.00
2229.00,0.00,0.00,25.80,86.00
2230.00,0.00,0.00,25.20,87.00
2231.00,0.00,0.00,24.70,88.00
2232.00,0.00,0.00,24.10,89.00
2233.00,0.00,0.00,23.70,90.00
2234.00,0.00,0.00,23.20,91.00
2235.00,0.00,0.00,22.70,93.00
2236.00,0.00,0.00,22.20,95.00
2237.00,0.00,0.00,21.70,97.00
2238.00,0.00,0.00,21.20,98.00
2239.00,38.00,38.00,21.90,97.00
2240.00,168.00,156.00,23.20,94.00
2241.00,373.00,279.00,24.90,89.00
2242.00,641.00,339.00,27.10,82.00
2243.00,562.00,434.00,28.10,79.00
2244.00,504.00,437.00,28.50,78.00
2245.00,686.00,463.00,29.40,75.00
2246.00,785.00,363.00,30.20,73.00
2247.00,506.00,374.00,30.20,73.00
2248.00,388.00,266.00,29.90,75.00
2249.00,204.00,151.00,29.10,79.00
2250.00,56.00,39.00,27.90,84.00
2251.00,0.00,0.00,27.70,86.00
2252.00,0.00,0.00,27.50,88.00
2253.00,0.00,0.00,27.30,89.00
2254.00,0.00,0.00,27.10,90.00
2255.00,0.00,0.00,26.90,91.00
2256.00,0.00,0.00,26.70,91.00
2257.00,0.00,0.00,26.70,88.00
2258.00,0.00,0.00,26.80,88.00
2259.00,0.00,0.00,26.80,89.00
2260.00,0.00,0.00,26.80,90.00
2261.00,0.00,0.00,26.90,91.00
2262.00,0.00,0.00,26.90,95.00
2263.00,11.00,11.00,27.10,95.00
2264.00,75.00,75.00,27.80,93.00
2265.00,142.00,142.00,28.40,91.00
2266.00,302.00,289.00,29.60,87.00
2267.00,256.00,254.00,30.10,85.00
2268.00,301.00,294.00,30.60,82.00
2269.00,256.00,250.00,30.80,81.00
2270.00,260.00,258.00,31.00,80.00
2271.00,129.00,129.00,30.70,81.00
2272.00,215.00,208.00,30.80,81.00
2273.00,76.00,76.00,30.50,83.00
2274.00,30.00,30.00,30.00,85.00
2275.00,0.00,0.00,29.70,87.00
2276.00,0.00,0.00,29.30,88.00
2277.00,0.00,0.00,29.00,89.00
2278.00,0.00,0.00,28.60,90.00
2279.00,0.00,0.00,28.30,90.00
2280.00,0.00,0.00,27.90,91.00
2281.00,0.00,0.00,27.50,91.00
2282.00,0.00,0.00,27.10,92.00
2283.00,0.00,0.00,26.60,94.00
2284.00,0.00,0.00,26.20,95.00
2285.00,0.00,0.00,25.80,98.00
2286.00,0.00,0.00,25.40,100.00
2287.00,47.00,44.00,26.30,97.00
2288.00,3.00,3.00,25.90,99.00
2289.00,119.00,119.00,26.50,97.00
2290.00,300.00,287.00,27.80,93.00
2291.00,280.00,277.00,28.40,90.00
2292.00,377.00,338.00,29.20,86.00
2293.00,896.00,405.00,31.20,79.00
2294.00,600.00,441.00,32.00,76.00
2295.00,395.00,355.00,32.20,76.00
2296.00,327.00,259.00,32.20,76.00
2297.00,141.00,134.00,31.60,79.00
2298.00,40.00,34.00,30.80,82.00
2299.00,0.00,0.00,30.40,84.00
2300.00,0.00,0.00,30.00,86.00
2301.00,0.00,0.00,29.70,87.00
2302.00,0.00,0.00,29.30,88.00
2303.00,0.00,0.00,28.90,88.00
2304.00,0.00,0.00,28.50,89.00
2305.00,0.00,0.00,28.20,89.00
2306.00,0.00,0.00,27.80,90.00
2307.00,0.00,0.00,27.40,91.00
2308.00,0.00,0.00,27.00,93.00
2309.00,0.00,0.00,26.60,95.00
2310.00,0.00,0.00,26.20,97.00
2311.00,51.00,48.00,27.10,95.00
2312.00,196.00,164.00,28.50,91.00
2313.00,124.00,124.00,28.50,91.00
2314.00,143.00,143.00,28.60,91.00
2315.00,380.00,349.00,29.50,87.00
2316.00,500.00,453.00,30.50,83.00
2317.00,542.00,455.00,31.30,80.00
2318.00,440.00,406.00,31.70,81.00
2319.00,129.00,129.00,31.10,81.00
2320.00,199.00,195.00,30.80,82.00
2321.00,119.00,118.00,30.40,84.00
2322.00,41.00,34.00,29.80,87.00
2323.00,0.00,0.00,29.60,89.00
2324.00,0.00,0.00,29.30,90.00
2325.00,0.00,0.00,29.10,91.00
2326.00,0.00,0.00,28.80,92.00
2327.00,0.00,0.00,28.60,92.00
2328.00,0.00,0.00,28.30,92.00
2329.00,0.00,0.00,28.10,92.00
2330.00,0.00,0.00,27.90,92.00
2331.00,0.00,0.00,27.60,93.00
2332.00,0.00,0.00,27.40,94.00
2333.00,0.00,0.00,27.20,96.00
2334.00,0.00,0.00,27.00,98.00
2335.00,4.00,4.00,27.10,98.00
2336.00,75.00,75.00,27.80,95.00
2337.00,125.00,125.00,28.40,93.00
2338.00,142.00,142.00,28.80,90.00
2339.00,163.00,162.00,29.20,88.00
2340.00,158.00,158.00,29.40,86.00
2341.00,316.00,297.00,30.00,83.00
2342.00,423.00,394.00,30.70,79.00
2343.00,386.00,349.00,31.20,77.00
2344.00,136.00,136.00,31.00,78.00
2345.00,141.00,133.00,30.90,78.00
2346.00,20.00,20.00,30.40,80.00
2347.00,0.00,0.00,29.90,81.00
2348.00,0.00,0.00,29.40,83.00
2349.00,0.00,0.00,28.90,84.00
2350.00,0.00,0.00,28.40,84.00
2351.00,0.00,0.00,27.90,85.00
2352.00,0.00,0.00,27.40,85.00
2353.00,0.00,0.00,26.50,89.00
2354.00,0.00,0.00,25.60,91.00
2355.00,0.00,0.00,24.70,93.00
2356.00,0.00,0.00,23.80,96.00
2357.00,0.00,0.00,22.90,99.00
2358.00,0.00,0.00,22.00,100.00
2359.00,83.00,48.00,23.50,96.00
2360.00,310.00,107.00,25.50,90.00
2361.00,529.00,167.00,27.40,83.00
2362.00,708.00,225.00,29.20,77.00
2363.00,805.00,352.00,30.60,72.00
2364.00,902.00,345.00,31.80,68.00
2365.00,899.00,314.00,32.60,65.00
2366.00,810.00,325.00,33.10,64.00
2367.00,753.00,198.00,33.30,63.00
2368.00,483.00,196.00,32.80,65.00
2369.00,211.00,143.00,31.70,69.00
2370.00,41.00,32.00,30.30,74.00
2371.00,0.00,0.00,29.80,76.00
2372.00,0.00,0.00,29.40,78.00
2373.00,0.00,0.00,28.90,79.00
2374.00,0.00,0.00,28.40,80.00
2375.00,0.00,0.00,27.90,81.00
2376.00,0.00,0.00,27.50,82.00
2377.00,0.00,0.00,27.00,82.00
2378.00,0.00,0.00,26.50,84.00
2379.00,0.00,0.00,26.10,85.00
2380.00,0.00,0.00,25.60,87.00
2381.00,0.00,0.00,25.20,89.00
2382.00,0.00,0.00,24.70,92.00
2383.00,56.00,49.00,25.70,90.00
2384.00,137.00,134.00,26.40,89.00
2385.00,475.00,262.00,28.60,82.00
2386.00,687.00,264.00,30.60,76.00
2387.00,805.00,347.00,32.20,71.00
2388.00,732.00,436.00,33.00,68.00
2389.00,582.00,461.00,33.30,67.00
2390.00,575.00,435.00,33.50,67.00
2391.00,349.00,323.00,33.00,69.00
2392.00,172.00,171.00,32.00,72.00
2393.00,66.00,66.00,31.00,76.00
2394.00,40.00,35.00,30.10,81.00
2395.00,0.00,0.00,29.90,82.00
2396.00,0.00,0.00,29.60,84.00
2397.00,0.00,0.00,29.40,85.00
2398.00,0.00,0.00,29.20,86.00
2399.00,0.00,0.00,29.00,86.00
2400.00,0.00,0.00,28.80,87.00
2401.00,0.00,0.00,28.50,85.00
2402.00,0.00,0.00,28.30,86.00
2403.00,0.00,0.00,28.00,88.00
2404.00,0.00,0.00,27.80,89.00
2405.00,0.00,0.00,27.60,91.00
2406.00,0.00,0.00,27.30,95.00
2407.00,15.00,15.00,27.70,95.00
2408.00,80.00,80.00,28.30,93.00
2409.00,72.00,72.00,28.50,92.00
2410.00,144.00,144.00,29.00,90.00
2411.00,102.00,102.00,29.10,88.00
2412.00,349.00,315.00,30.00,84.00
2413.00,510.00,434.00,31.20,80.00
2414.00,380.00,362.00,31.70,78.00
2415.00,325.00,311.00,32.00,77.00
2416.00,198.00,195.00,31.90,77.00
2417.00,107.00,107.00,31.60,78.00
2418.00,30.00,29.00,31.10,80.00
2419.00,0.00,0.00,30.60,82.00
2420.00,0.00,0.00,30.10,84.00
2421.00,0.00,0.00,29.60,86.00
2422.00,0.00,0.00,29.10,87.00
2423.00,0.00,0.00,28.70,87.00
2424.00,0.00,0.00,28.20,88.00
2425.00,0.00,0.00,27.50,90.00
2426.00,0.00,0.00,26.90,91.00
2427.00,0.00,0.00,26.30,93.00
2428.00,0.00,0.00,25.70,95.00
2429.00,0.00,0.00,25.10,97.00
2430.00,0.00,0.00,24.40,99.00
2431.00,46.00,46.00,25.30,97.00
2432.00,219.00,167.00,26.90,92.00
2433.00,257.00,232.00,27.70,89.00
2434.00,548.00,344.00,29.40,82.00
2435.00,468.00,427.00,30.10,79.00
2436.00,571.00,460.00,30.90,75.00
2437.00,339.00,317.00,30.90,74.00
2438.00,445.00,413.00,31.10,73.00
2439.00,361.00,331.00,31.10,72.00
2440.00,105.00,105.00,30.30,75.00
2441.00,99.00,99.00,29.60,77.00
2442.00,52.00,39.00,28.90,80.00
2443.00,0.00,0.00,28.30,82.00
2444.00,0.00,0.00,27.70,84.00
2445.00,0.00,0.00,27.10,85.00
2446.00,0.00,0.00,26.50,87.00
2447.00,0.00,0.00,25.90,87.00
2448.00,0.00,0.00,25.30,88.00
2449.00,0.00,0.00,24.80,90.00
2450.00,0.00,0.00,24.20,91.00
2451.00,0.00,0.00,23.60,93.00
2452.00,0.00,0.00,23.10,95.00
2453.00,0.00,0.00,22.50,97.00
2454.00,0.00,0.00,22.00,97.00
2455.00,63.00,50.00,23.20,94.00
2456.00,182.00,159.00,24.30,90.00
2457.00,402.00,272.00,26.10,84.00
2458.00,633.00,324.00,28.10,78.00
2459.00,763.00,369.00,29.80,72.00
2460.00,842.00,358.00,31.20,67.00
2461.00,797.00,386.00,32.10,63.00
2462.00,714.00,396.00,32.60,62.00
2463.00,647.00,262.00,32.80,61.00
2464.00,413.00,242.00,32.30,63.00
2465.00,181.00,140.00,31.20,66.00
2466.00,16.00,16.00,29.80,71.00
2467.00,0.00,0.00,29.10,74.00
2468.00,0.00,0.00,28.50,76.00
2469.00,0.00,0.00,27.80,78.00
2470.00,0.00,0.00,27.20,79.00
2471.00,0.00,0.00,26.50,81.00
2472.00,0.00,0.00,25.90,82.00
2473.00,0.00,0.00,25.30,83.00
2474.00,0.00,0.00,24.70,85.00
2475.00,0.00,0.00,24.10,87.00
2476.00,0.00,0.00,23.50,89.00
2477.00,0.00,0.00,22.80,92.00
2478.00,0.00,0.00,22.20,94.00
2479.00,68.00,56.00,23.50,91.00
2480.00,248.00,164.00,25.10,86.00
2481.00,546.00,186.00,27.40,78.00
2482.00,711.00,234.00,29.30,72.00
2483.00,708.00,430.00,30.50,68.00
2484.00,687.00,455.00,31.10,65.00
2485.00,709.00,432.00,31.70,63.00
2486.00,379.00,344.00,31.10,64.00
2487.00,440.00,355.00,30.90,65.00
2488.00,335.00,254.00,30.40,66.00
2489.00,78.00,78.00,29.20,70.00
2490.00,34.00,27.00,28.20,74.00
2491.00,0.00,0.00,27.60,77.00
2492.00,0.00,0.00,27.10,79.00
2493.00,0.00,0.00,26.50,81.00
2494.00,0.00,0.00,26.00,82.00
2495.00,0.00,0.00,25.40,83.00
2496.00,0.00,0.00,24.90,84.00
2497.00,0.00,0.00,24.40,85.00
2498.00,0.00,0.00,23.80,86.00
2499.00,0.00,0.00,23.30,88.00
2500.00,0.00,0.00,22.80,90.00
2501.00,0.00,0.00,22.20,92.00
2502.00,0.00,0.00,21.70,95.00
2503.00,49.00,48.00,22.60,93.00
2504.00,195.00,163.00,24.00,89.00
2505.00,226.00,218.00,24.70,87.00
2506.00,256.00,248.00,25.10,86.00
2507.00,532.00,435.00,26.40,81.00
2508.00,642.00,505.00,27.70,77.00
2509.00,648.00,452.00,28.60,74.00
2510.00,265.00,259.00,28.10,75.00
2511.00,239.00,232.00,27.70,77.00
2512.00,320.00,251.00,27.60,78.00
2513.00,235.00,128.00,27.30,80.00
2514.00,34.00,28.00,26.50,84.00
2515.00,0.00,0.00,26.20,86.00
2516.00,0.00,0.00,25.90,87.00
2517.00,0.00,0.00,25.60,89.00
2518.00,0.00,0.00,25.30,90.00
2519.00,0.00,0.00,25.00,90.00
2520.00,0.00,0.00,24.70,91.00
2521.00,0.00,0.00,24.50,90.00
2522.00,0.00,0.00,24.30,90.00
2523.00,0.00,0.00,24.20,91.00
2524.00,0.00,0.00,24.00,92.00
2525.00,0.00,0.00,23.80,94.00
2526.00,0.00,0.00,23.60,97.00
2527.00,37.00,37.00,24.30,96.00
2528.00,251.00,162.00,26.30,89.00
2529.00,195.00,189.00,26.70,88.00
2530.00,404.00,364.00,27.80,84.00
2531.00,486.00,418.00,28.90,79.00
2532.00,818.00,364.00,30.60,73.00
2533.00,740.00,436.00,31.60,69.00
2534.00,531.00,423.00,31.90,68.00
2535.00,476.00,356.00,32.00,67.00
2536.00,165.00,159.00,31.20,70.00
2537.00,124.00,120.00,30.40,73.00
2538.00,1.00,1.00,29.40,76.00
2539.00,0.00,0.00,28.90,78.00
2540.00,0.00,0.00,28.40,80.00
2541.00,0.00,0.00,27.80,82.00
2542.00,0.00,0.00,27.30,83.00
2543.00,0.00,0.00,26.80,83.00
2544.00,0.00,0.00,26.30,84.00
2545.00,0.00,0.00,25.60,86.00
2546.00,0.00,0.00,25.00,87.00
2547.00,0.00,0.00,24.30,89.00
2548.00,0.00,0.00,23.70,92.00
2549.00,0.00,0.00,23.00,94.00
2550.00,0.00,0.00,22.30,96.00
2551.00,78.00,54.00,23.80,92.00
2552.00,158.00,146.00,24.60,90.00
2553.00,162.00,162.00,24.90,88.00
2554.00,431.00,350.00,26.30,83.00
2555.00,652.00,429.00,28.10,77.00
2556.00,628.00,462.00,29.10,73.00
2557.00,695.00,497.00,30.10,69.00
2558.00,641.00,410.00,30.70,67.00
2559.00,441.00,358.00,30.70,66.00
2560.00,339.00,259.00,30.40,68.00
2561.00,122.00,117.00,29.40,71.00
2562.00,27.00,26.00,28.40,74.00
2563.00,0.00,0.00,27.80,77.00
2564.00,0.00,0.00,27.20,79.00
2565.00,0.00,0.00,26.60,81.00
2566.00,0.00,0.00,26.00,82.00
2567.00,0.00,0.00,25.40,83.00
2568.00,0.00,0.00,24.80,84.00
2569.00,0.00,0.00,24.20,86.00
2570.00,0.00,0.00,23.60,87.00
2571.00,0.00,0.00,23.00,89.00
2572.00,0.00,0.00,22.40,91.00
2573.00,0.00,0.00,21.80,94.00
2574.00,0.00,0.00,21.20,95.00
2575.00,79.00,46.00,22.60,92.00
2576.00,241.00,165.00,24.10,88.00
2577.00,473.00,231.00,26.10,82.00
2578.00,654.00,283.00,27.90,76.00
2579.00,805.00,337.00,29.50,70.00
2580.00,887.00,328.00,30.80,66.00
2581.00,902.00,334.00,31.80,63.00
2582.00,790.00,311.00,32.30,62.00
2583.00,639.00,269.00,32.30,62.00
2584.00,348.00,248.00,31.40,65.00
2585.00,256.00,122.00,30.40,69.00
2586.00,43.00,32.00,29.00,74.00
2587.00,0.00,0.00,28.50,76.00
2588.00,0.00,0.00,28.00,78.00
2589.00,0.00,0.00,27.60,80.00
2590.00,0.00,0.00,27.10,82.00
2591.00,0.00,0.00,26.60,83.00
2592.00,0.00,0.00,26.10,84.00
2593.00,0.00,0.00,25.80,83.00
2594.00,0.00,0.00,25.50,84.00
2595.00,0.00,0.00,25.30,85.00
2596.00,0.00,0.00,25.00,87.00
2597.00,0.00,0.00,24.70,88.00
2598.00,0.00,0.00,24.50,92.00
2599.00,47.00,46.00,25.40,89.00
2600.00,61.00,61.00,25.50,89.00
2601.00,92.00,92.00,25.80,88.00
2602.00,134.00,134.00,26.20,86.00
2603.00,313.00,301.00,27.00,83.00
2604.00,258.00,252.00,27.50,80.00
2605.00,255.00,252.00,27.80,79.00
2606.00,345.00,329.00,28.20,77.00
2607.00,375.00,313.00,28.60,75.00
2608.00,86.00,86.00,28.30,77.00
2609.00,80.00,80.00,27.90,78.00
2610.00,17.00,17.00,27.50,80.00
2611.00,0.00,0.00,27.10,83.00
2612.00,0.00,0.00,26.60,84.00
2613.00,0.00,0.00,26.20,86.00
2614.00,0.00,0.00,25.70,86.00
2615.00,0.00,0.00,25.30,87.00
2616.00,0.00,0.00,24.90,87.00
2617.00,0.00,0.00,24.30,89.00
2618.00,0.00,0.00,23.70,90.00
2619.00,0.00,0.00,23.10,92.00
2620.00,0.00,0.00,22.50,95.00
2621.00,0.00,0.00,21.80,97.00
2622.00,0.00,0.00,21.20,99.00
2623.00,75.00,46.00,22.60,95.00
2624.00,244.00,177.00,24.20,90.00
2625.00,470.00,231.00,26.10,84.00
2626.00,661.00,270.00,28.00,77.00
2627.00,744.00,372.00,29.40,72.00
2628.00,843.00,344.00,30.70,67.00
2629.00,822.00,340.00,31.50,64.00
2630.00,819.00,300.00,32.10,62.00
2631.00,731.00,183.00,32.40,61.00
2632.00,433.00,211.00,31.80,62.00
2633.00,259.00,101.00,30.80,65.00
2634.00,25.00,24.00,29.40,70.00
2635.00,0.00,0.00,28.60,73.00
2636.00,0.00,0.00,27.90,75.00
2637.00,0.00,0.00,27.10,77.00
2638.00,0.00,0.00,26.40,79.00
2639.00,0.00,0.00,25.70,80.00
2640.00,0.00,0.00,24.90,81.00
2641.00,0.00,0.00,24.30,83.00
2642.00,0.00,0.00,23.70,85.00
2643.00,0.00,0.00,23.10,86.00
2644.00,0.00,0.00,22.50,88.00
2645.00,0.00,0.00,21.80,91.00
2646.00,0.00,0.00,21.20,92.00
2647.00,66.00,56.00,22.50,89.00
2648.00,212.00,173.00,23.80,86.00
2649.00,385.00,280.00,25.40,81.00
2650.00,590.00,340.00,27.10,76.00
2651.00,734.00,383.00,28.70,70.00
2652.00,834.00,351.00,30.10,66.00
2653.00,781.00,379.00,30.90,64.00
2654.00,661.00,402.00,31.20,63.00
2655.00,625.00,271.00,31.40,63.00
2656.00,383.00,223.00,30.80,65.00
2657.00,188.00,141.00,29.80,69.00
2658.00,37.00,30.00,28.50,74.00
2659.00,0.00,0.00,28.10,76.00
2660.00,0.00,0.00,27.60,79.00
2661.00,0.00,0.00,27.20,80.00
2662.00,0.00,0.00,26.70,82.00
2663.00,0.00,0.00,26.30,83.00
2664.00,0.00,0.00,25.80,84.00
2665.00,0.00,0.00,25.60,83.00
2666.00,0.00,0.00,25.30,84.00
2667.00,0.00,0.00,25.00,85.00
2668.00,0.00,0.00,24.70,87.00
2669.00,0.00,0.00,24.40,89.00
2670.00,0.00,0.00,24.10,93.00
2671.00,36.00,36.00,24.80,92.00
2672.00,164.00,156.00,26.00,88.00
2673.00,298.00,265.00,27.30,84.00
2674.00,219.00,215.00,27.60,83.00
2675.00,399.00,375.00,28.40,80.00
2676.00,584.00,452.00,29.60,76.00
2677.00,466.00,407.00,30.10,74.00
2678.00,278.00,268.00,30.00,74.00
2679.00,342.00,315.00,30.00,74.00
2680.00,164.00,163.00,29.60,76.00
2681.00,144.00,123.00,29.10,80.00
2682.00,35.00,29.00,28.40,81.00
2683.00,0.00,0.00,28.00,83.00
2684.00,0.00,0.00,27.60,85.00
2685.00,0.00,0.00,27.20,86.00
2686.00,0.00,0.00,26.80,88.00
2687.00,0.00,0.00,26.40,88.00
2688.00,0.00,0.00,26.00,89.00
2689.00,0.00,0.00,25.60,89.00
2690.00,0.00,0.00,25.30,90.00
2691.00,0.00,0.00,24.90,91.00
2692.00,0.00,0.00,24.60,93.00
2693.00,0.00,0.00,24.20,95.00
2694.00,0.00,0.00,23.80,98.00
2695.00,50.00,48.00,24.70,95.00
2696.00,221.00,174.00,26.20,91.00
2697.00,390.00,290.00,27.80,85.00
2698.00,514.00,379.00,29.10,81.00
2699.00,624.00,428.00,30.20,76.00
2700.00,587.00,451.00,30.90,73.00
2701.00,384.00,353.00,30.80,72.00
2702.00,270.00,264.00,30.40,73.00
2703.00,374.00,334.00,30.40,73.00
2704.00,200.00,191.00,29.80,75.00
2705.00,25.00,25.00,28.90,78.00
2706.00,12.00,12.00,28.10,81.00
2707.00,0.00,0.00,27.70,83.00
2708.00,0.00,0.00,27.30,84.00
2709.00,0.00,0.00,26.80,86.00
2710.00,0.00,0.00,26.40,86.00
2711.00,0.00,0.00,25.90,87.00
2712.00,0.00,0.00,25.50,87.00
2713.00,0.00,0.00,25.00,89.00
2714.00,0.00,0.00,24.50,90.00
2715.00,0.00,0.00,24.00,91.00
2716.00,0.00,0.00,23.50,93.00
2717.00,0.00,0.00,23.00,95.00
2718.00,0.00,0.00,22.50,97.00
2719.00,62.00,51.00,23.70,93.00
2720.00,138.00,134.00,24.40,91.00
2721.00,349.00,270.00,26.10,85.00
2722.00,581.00,348.00,28.10,78.00
2723.00,598.00,431.00,29.30,74.00
2724.00,575.00,451.00,30.10,71.00
2725.00,501.00,444.00,30.40,69.00
2726.00,457.00,393.00,30.50,68.00
2727.00,507.00,338.00,30.70,67.00
2728.00,356.00,266.00,30.50,68.00
2729.00,231.00,95.00,29.90,70.00
2730.00,39.00,31.00,28.80,74.00
2731.00,0.00,0.00,28.20,77.00
2732.00,0.00,0.00,27.50,79.00
2733.00,0.00,0.00,26.90,81.00
2734.00,0.00,0.00,26.20,82.00
2735.00,0.00,0.00,25.60,83.00
2736.00,0.00,0.00,24.90,85.00
2737.00,0.00,0.00,24.40,86.00
2738.00,0.00,0.00,23.80,87.00
2739.00,0.00,0.00,23.30,89.00
2740.00,0.00,0.00,22.80,91.00
2741.00,0.00,0.00,22.20,93.00
2742.00,0.00,0.00,21.70,95.00
2743.00,90.00,54.00,23.40,90.00
2744.00,283.00,122.00,25.20,85.00
2745.00,486.00,209.00,27.10,79.00
2746.00,661.00,258.00,28.90,73.00
2747.00,740.00,358.00,30.20,68.00
2748.00,893.00,352.00,31.60,63.00
2749.00,870.00,295.00,32.60,60.00
2750.00,829.00,257.00,33.20,58.00
2751.00,607.00,258.00,33.10,58.00
2752.00,392.00,224.00,32.40,61.00
2753.00,236.00,89.00,31.40,64.00
2754.00,31.00,24.00,29.90,69.00
2755.00,0.00,0.00,29.30,72.00
2756.00,0.00,0.00,28.70,74.00
2757.00,0.00,0.00,28.00,76.00
2758.00,0.00,0.00,27.40,78.00
2759.00,0.00,0.00,26.70,79.00
2760.00,0.00,0.00,26.10,80.00
2761.00,0.00,0.00,25.50,81.00
2762.00,0.00,0.00,24.90,83.00
2763.00,0.00,0.00,24.40,85.00
2764.00,0.00,0.00,23.80,87.00
2765.00,0.00,0.00,23.20,90.00
2766.00,0.00,0.00,22.60,92.00
2767.00,75.00,48.00,24.00,88.00
2768.00,310.00,127.00,26.20,82.00
2769.00,417.00,258.00,27.50,77.00
2770.00,550.00,374.00,28.80,73.00
2771.00,683.00,412.00,30.10,68.00
2772.00,720.00,435.00,31.10,64.00
2773.00,585.00,444.00,31.40,63.00
2774.00,506.00,406.00,31.40,62.00
2775.00,565.00,331.00,31.60,61.00
2776.00,213.00,200.00,30.70,64.00
2777.00,88.00,88.00,29.60,68.00
2778.00,24.00,23.00,28.60,72.00
2779.00,0.00,0.00,27.90,74.00
2780.00,0.00,0.00,27.30,76.00
2781.00,0.00,0.00,26.70,78.00
2782.00,0.00,0.00,26.00,80.00
2783.00,0.00,0.00,25.40,81.00
2784.00,0.00,0.00,24.80,82.00
2785.00,0.00,0.00,24.20,83.00
2786.00,0.00,0.00,23.50,85.00
2787.00,0.00,0.00,22.90,87.00
2788.00,0.00,0.00,22.20,89.00
2789.00,0.00,0.00,21.50,92.00
2790.00,0.00,0.00,20.80,95.00
2791.00,73.00,51.00,22.00,92.00
2792.00,262.00,136.00,23.50,88.00
2793.00,534.00,180.00,25.50,82.00
2794.00,652.00,279.00,27.00,77.00
2795.00,847.00,307.00,28.50,73.00
2796.00,796.00,354.00,29.30,70.00
2797.00,763.00,373.00,29.80,68.00
2798.00,678.00,377.00,29.90,68.00
2799.00,596.00,265.00,29.80,69.00
2800.00,468.00,135.00,29.40,71.00
2801.00,246.00,80.00,28.40,75.00
2802.00,20.00,20.00,27.00,81.00
2803.00,0.00,0.00,26.60,83.00
2804.00,0.00,0.00,26.20,86.00
2805.00,0.00,0.00,25.80,88.00
2806.00,0.00,0.00,25.40,89.00
2807.00,0.00,0.00,24.90,90.00
2808.00,0.00,0.00,24.50,91.00
2809.00,0.00,0.00,24.70,88.00
2810.00,0.00,0.00,24.80,88.00
2811.00,0.00,0.00,25.00,88.00
2812.00,0.00,0.00,25.10,89.00
2813.00,0.00,0.00,25.30,89.00
2814.00,0.00,0.00,25.40,92.00
2815.00,31.00,31.00,26.00,91.00
2816.00,163.00,152.00,27.20,87.00
2817.00,222.00,214.00,28.00,85.00
2818.00,198.00,197.00,28.30,83.00
2819.00,215.00,213.00,28.60,82.00
2820.00,250.00,245.00,28.80,80.00
2821.00,223.00,218.00,29.00,79.00
2822.00,225.00,223.00,29.10,78.00
2823.00,194.00,191.00,29.10,78.00
2824.00,44.00,44.00,28.70,79.00
2825.00,52.00,52.00,28.30,81.00
2826.00,12.00,12.00,28.00,83.00
2827.00,0.00,0.00,27.60,85.00
2828.00,0.00,0.00,27.20,86.00
2829.00,0.00,0.00,26.90,87.00
2830.00,0.00,0.00,26.50,88.00
2831.00,0.00,0.00,26.10,88.00
2832.00,0.00,0.00,25.80,88.00
2833.00,0.00,0.00,25.20,90.00
2834.00,0.00,0.00,24.60,91.00
2835.00,0.00,0.00,24.00,93.00
2836.00,0.00,0.00,23.50,95.00
2837.00,0.00,0.00,22.90,98.00
2838.00,0.00,0.00,22.30,100.00
2839.00,54.00,47.00,23.30,97.00
2840.00,31.00,31.00,23.10,98.00
2841.00,331.00,261.00,24.80,92.00
2842.00,476.00,367.00,26.30,86.00
2843.00,692.00,408.00,27.90,80.00
2844.00,526.00,433.00,28.60,77.00
2845.00,471.00,439.00,28.90,75.00
2846.00,445.00,408.00,29.00,74.00
2847.00,391.00,323.00,29.10,73.00
2848.00,56.00,56.00,28.10,76.00
2849.00,12.00,12.00,27.20,80.00
2850.00,7.00,7.00,26.40,83.00
2851.00,0.00,0.00,26.00,84.00
2852.00,0.00,0.00,25.60,86.00
2853.00,0.00,0.00,25.20,87.00
2854.00,0.00,0.00,24.80,88.00
2855.00,0.00,0.00,24.40,88.00
2856.00,0.00,0.00,24.00,88.00
2857.00,0.00,0.00,23.60,90.00
2858.00,0.00,0.00,23.00,91.00
2859.00,0.00,0.00,22.50,92.00
2860.00,0.00,0.00,21.90,94.00
2861.00,0.00,0.00,21.40,96.00
2862.00,0.00,0.00,20.80,97.00
2863.00,38.00,38.00,21.30,96.00
2864.00,223.00,156.00,22.70,93.00
2865.00,503.00,188.00,24.50,87.00
2866.00,694.00,231.00,26.10,81.00
2867.00,855.00,237.00,27.60,76.00
2868.00,903.00,275.00,28.60,72.00
2869.00,897.00,256.00,29.30,69.00
2870.00,828.00,205.00,29.70,68.00
2871.00,648.00,196.00,29.60,68.00
2872.00,460.00,158.00,29.10,70.00
2873.00,180.00,115.00,27.90,74.00
2874.00,31.00,25.00,26.60,79.00
2875.00,0.00,0.00,26.10,82.00
2876.00,0.00,0.00,25.50,84.00
2877.00,0.00,0.00,25.00,86.00
2878.00,0.00,0.00,24.40,87.00
2879.00,0.00,0.00,23.80,88.00
2880.00,0.00,0.00,23.30,89.00
2881.00,0.00,0.00,23.20,88.00
2882.00,0.00,0.00,23.20,88.00
2883.00,0.00,0.00,23.20,88.00
2884.00,0.00,0.00,23.10,89.00
2885.00,0.00,0.00,23.10,90.00
2886.00,0.00,0.00,23.00,91.00
2887.00,54.00,49.00,23.90,89.00
