WeatherData2
Time[h],GlobalRadiation[W/m2],DiffusRadiation[W/m2],AmbientAirTemperature[C],AmbientAirHumidity[%]
63.00,552.00,395.00,33.30,63.00
64.00,359.00,285.00,33.40,62.00
65.00,208.00,169.00,33.00,64.00
66.00,45.00,45.00,32.20,66.00
67.00,0.00,0.00,31.40,69.00
68.00,0.00,0.00,30.60,71.00
69.00,0.00,0.00,29.80,73.00
70.00,0.00,0.00,29.00,75.00
71.00,0.00,0.00,28.20,76.00
72.00,0.00,0.00,27.40,77.00
73.00,0.00,0.00,26.30,82.00
74.00,0.00,0.00,25.20,84.00
75.00,0.00,0.00,24.20,88.00
76.00,0.00,0.00,23.10,91.00
77.00,0.00,0.00,22.00,95.00
78.00,0.00,0.00,20.90,97.00
79.00,101.00,61.00,22.80,91.00
80.00,350.00,136.00,25.10,83.00
81.00,546.00,173.00,27.00,77.00
82.00,747.00,248.00,28.90,70.00
83.00,890.00,289.00,30.50,65.00
84.00,965.00,329.00,31.90,60.00
85.00,995.00,283.00,32.90,57.00
86.00,861.00,315.00,33.30,55.00
87.00,764.00,221.00,33.50,55.00
88.00,528.00,180.00,33.00,56.00
89.00,327.00,105.00,32.00,60.00
90.00,92.00,51.00,30.50,64.00
91.00,0.00,0.00,29.80,67.00
92.00,0.00,0.00,29.10,70.00
93.00,0.00,0.00,28.40,72.00
94.00,0.00,0.00,27.70,73.00
95.00,0.00,0.00,27.00,75.00
96.00,0.00,0.00,26.30,76.00
97.00,0.00,0.00,25.70,78.00
98.00,0.00,0.00,25.10,79.00
99.00,0.00,0.00,24.40,82.00
100.00,0.00,0.00,23.70,84.00
101.00,0.00,0.00,23.10,88.00
102.00,0.00,0.00,22.40,91.00
103.00,78.00,70.00,23.90,86.00
104.00,250.00,193.00,25.60,81.00
105.00,373.00,289.00,27.00,77.00
106.00,686.00,299.00,29.20,70.00
107.00,670.00,447.00,30.50,66.00
108.00,788.00,449.00,31.70,62.00
109.00,482.00,401.00,31.70,61.00
110.00,585.00,451.00,31.90,61.00
111.00,547.00,395.00,32.00,61.00
112.00,424.00,300.00,31.70,62.00
113.00,253.00,188.00,30.90,65.00
114.00,71.00,62.00,29.70,70.00
115.00,0.00,0.00,29.10,73.00
116.00,0.00,0.00,28.50,76.00
117.00,0.00,0.00,27.90,78.00
118.00,0.00,0.00,27.20,80.00
119.00,0.00,0.00,26.60,82.00
120.00,0.00,0.00,26.00,84.00
121.00,0.00,0.00,25.60,83.00
122.00,0.00,0.00,25.30,84.00
123.00,0.00,0.00,24.90,86.00
124.00,0.00,0.00,24.50,88.00
125.00,0.00,0.00,24.20,90.00
126.00,0.00,0.00,23.80,95.00
127.00,87.00,59.00,25.60,89.00
128.00,107.00,107.00,25.80,89.00
129.00,55.00,55.00,25.50,91.00
130.00,123.00,123.00,25.70,90.00
131.00,155.00,154.00,25.90,89.00
132.00,375.00,348.00,26.90,85.00
133.00,398.00,367.00,27.60,82.00
134.00,610.00,452.00,28.70,78.00
135.00,452.00,377.00,29.20,77.00
136.00,268.00,250.00,29.20,77.00
137.00,103.00,103.00,28.60,80.00
138.00,82.00,52.00,28.10,83.00
139.00,0.00,0.00,27.80,85.00
140.00,0.00,0.00,27.60,87.00
141.00,0.00,0.00,27.30,88.00
142.00,0.00,0.00,27.00,89.00
143.00,0.00,0.00,26.70,90.00
144.00,0.00,0.00,26.40,90.00
145.00,0.00,0.00,26.10,89.00
146.00,0.00,0.00,25.90,90.00
147.00,0.00,0.00,25.60,91.00
148.00,0.00,0.00,25.40,93.00
149.00,0.00,0.00,25.10,95.00
150.00,0.00,0.00,24.90,99.00
151.00,68.00,62.00,26.10,94.00
152.00,239.00,181.00,27.80,88.00
153.00,214.00,209.00,28.20,86.00
154.00,272.00,264.00,28.60,83.00
155.00,203.00,201.00,28.60,82.00
156.00,242.00,237.00,28.80,80.00
157.00,174.00,172.00,28.60,79.00
158.00,171.00,170.00,28.50,78.00
159.00,188.00,188.00,28.40,78.00
160.00,192.00,189.00,28.40,80.00
161.00,71.00,71.00,28.00,81.00
162.00,12.00,12.00,27.50,81.00
163.00,0.00,0.00,27.00,83.00
164.00,0.00,0.00,26.60,84.00
165.00,0.00,0.00,26.10,85.00
166.00,0.00,0.00,25.60,86.00
167.00,0.00,0.00,25.10,86.00
168.00,0.00,0.00,24.70,86.00
169.00,0.00,0.00,23.90,90.00
170.00,0.00,0.00,23.10,92.00
171.00,0.00,0.00,22.30,94.00
172.00,0.00,0.00,21.40,97.00
173.00,0.00,0.00,20.60,100.00
174.00,0.00,0.00,19.80,100.00
175.00,85.00,63.00,21.40,95.00
176.00,330.00,132.00,23.60,87.00
177.00,482.00,253.00,25.30,81.00
178.00,704.00,266.00,27.10,74.00
179.00,890.00,323.00,28.90,67.00
180.00,920.00,349.00,30.20,62.00
181.00,899.00,336.00,31.00,59.00
182.00,842.00,317.00,31.50,57.00
183.00,713.00,255.00,31.60,56.00
184.00,560.00,172.00,31.20,58.00
185.00,304.00,129.00,30.10,61.00
186.00,102.00,57.00,28.70,66.00
187.00,0.00,0.00,27.80,69.00
188.00,0.00,0.00,26.90,71.00
189.00,0.00,0.00,26.00,74.00
190.00,0.00,0.00,25.10,76.00
191.00,0.00,0.00,24.20,78.00
192.00,0.00,0.00,23.30,80.00
193.00,0.00,0.00,22.80,82.00
194.00,0.00,0.00,22.20,83.00
195.00,0.00,0.00,21.60,85.00
196.00,0.00,0.00,21.10,87.00
197.00,0.00,0.00,20.50,90.00
198.00,0.00,0.00,19.90,91.00
199.00,71.00,64.00,21.20,87.00
200.00,215.00,183.00,22.60,84.00
201.00,425.00,292.00,24.40,78.00
202.00,602.00,365.00,26.20,72.00
203.00,730.00,419.00,27.70,68.00
204.00,790.00,434.00,28.90,64.00
205.00,817.00,424.00,29.80,61.00
206.00,730.00,440.00,30.30,60.00
207.00,459.00,364.00,29.90,61.00
208.00,504.00,243.00,29.70,63.00
209.00,293.00,139.00,28.90,67.00
210.00,106.00,63.00,27.70,72.00
211.00,0.00,0.00,27.20,75.00
212.00,0.00,0.00,26.80,77.00
213.00,0.00,0.00,26.30,79.00
214.00,0.00,0.00,25.80,81.00
215.00,0.00,0.00,25.30,83.00
216.00,0.00,0.00,24.80,84.00
217.00,0.00,0.00,24.60,82.00
218.00,0.00,0.00,24.40,83.00
219.00,0.00,0.00,24.20,85.00
220.00,0.00,0.00,24.00,86.00
221.00,0.00,0.00,23.80,89.00
222.00,0.00,0.00,23.60,94.00
223.00,56.00,56.00,24.70,90.00
224.00,108.00,108.00,25.20,89.00
225.00,197.00,195.00,26.00,86.00
226.00,172.00,171.00,26.30,85.00
227.00,174.00,172.00,26.40,83.00
228.00,398.00,368.00,27.30,80.00
229.00,263.00,258.00,27.50,78.00
230.00,94.00,94.00,27.30,81.00
231.00,236.00,229.00,27.40,78.00
232.00,338.00,276.00,27.70,77.00
233.00,84.00,84.00,27.30,79.00
234.00,37.00,37.00,26.80,82.00
235.00,0.00,0.00,26.40,84.00
236.00,0.00,0.00,26.00,86.00
237.00,0.00,0.00,25.50,88.00
238.00,0.00,0.00,25.10,89.00
239.00,0.00,0.00,24.60,90.00
240.00,0.00,0.00,24.20,90.00
241.00,0.00,0.00,23.80,91.00
242.00,0.00,0.00,23.40,92.00
243.00,0.00,0.00,23.00,93.00
244.00,0.00,0.00,22.60,95.00
245.00,0.00,0.00,22.20,97.00
246.00,0.00,0.00,21.80,100.00
247.00,74.00,61.00,23.10,96.00
248.00,349.00,144.00,25.40,88.00
249.00,469.00,268.00,26.90,83.00
250.00,676.00,307.00,28.50,77.00
251.00,666.00,448.00,29.40,73.00
252.00,746.00,406.00,30.30,69.00
253.00,329.00,300.00,29.60,71.00
254.00,201.00,197.00,28.70,73.00
255.00,255.00,248.00,28.10,75.00
256.00,278.00,258.00,27.70,76.00
257.00,209.00,174.00,27.30,79.00
258.00,55.00,55.00,26.50,82.00
259.00,0.00,0.00,26.20,84.00
260.00,0.00,0.00,25.90,85.00
261.00,0.00,0.00,25.60,86.00
262.00,0.00,0.00,25.30,87.00
263.00,0.00,0.00,25.00,87.00
264.00,0.00,0.00,24.80,87.00
265.00,0.00,0.00,24.40,88.00
266.00,0.00,0.00,24.00,89.00
267.00,0.00,0.00,23.60,90.00
268.00,0.00,0.00,23.20,92.00
269.00,0.00,0.00,22.90,94.00
270.00,0.00,0.00,22.50,96.00
271.00,23.00,23.00,22.90,95.00
272.00,15.00,15.00,22.80,96.00
273.00,155.00,155.00,23.60,93.00
274.00,249.00,247.00,24.40,90.00
275.00,336.00,324.00,25.20,87.00
276.00,452.00,421.00,26.10,83.00
277.00,420.00,385.00,26.60,80.00
278.00,156.00,155.00,26.40,81.00
279.00,150.00,150.00,26.10,82.00
280.00,74.00,74.00,25.70,84.00
281.00,50.00,50.00,25.30,86.00
282.00,14.00,14.00,24.90,89.00
283.00,0.00,0.00,24.70,90.00
284.00,0.00,0.00,24.50,92.00
285.00,0.00,0.00,24.40,93.00
286.00,0.00,0.00,24.20,93.00
287.00,0.00,0.00,24.00,93.00
288.00,0.00,0.00,23.80,93.00
289.00,0.00,0.00,23.60,92.00
290.00,0.00,0.00,23.30,93.00
291.00,0.00,0.00,23.10,94.00
292.00,0.00,0.00,22.80,95.00
293.00,0.00,0.00,22.60,97.00
294.00,0.00,0.00,22.40,100.00
295.00,42.00,42.00,23.10,98.00
296.00,112.00,112.00,23.80,95.00
297.00,156.00,156.00,24.30,93.00
298.00,459.00,365.00,25.90,87.00
299.00,371.00,354.00,26.60,84.00
300.00,388.00,374.00,27.00,81.00
301.00,342.00,326.00,27.30,79.00
302.00,405.00,382.00,27.60,77.00
303.00,191.00,189.00,27.30,78.00
304.00,145.00,145.00,26.90,79.00
305.00,28.00,28.00,26.30,82.00
306.00,4.00,4.00,25.70,85.00
307.00,0.00,0.00,25.30,87.00
308.00,0.00,0.00,25.00,88.00
309.00,0.00,0.00,24.60,89.00
310.00,0.00,0.00,24.20,90.00
311.00,0.00,0.00,23.80,90.00
312.00,0.00,0.00,23.50,90.00
313.00,0.00,0.00,23.00,92.00
314.00,0.00,0.00,22.60,93.00
315.00,0.00,0.00,22.20,94.00
316.00,0.00,0.00,21.70,96.00
317.00,0.00,0.00,21.30,98.00
318.00,0.00,0.00,20.90,99.00
319.00,56.00,50.00,22.00,96.00
320.00,91.00,91.00,22.40,95.00
321.00,82.00,82.00,22.40,95.00
322.00,154.00,154.00,22.80,93.00
323.00,665.00,428.00,25.10,84.00
324.00,966.00,376.00,27.60,75.00
325.00,906.00,418.00,29.20,69.00
326.00,490.00,414.00,29.40,68.00
327.00,232.00,228.00,28.70,70.00
328.00,220.00,211.00,28.10,72.00
329.00,342.00,157.00,28.00,73.00
330.00,114.00,67.00,27.20,76.00
331.00,0.00,0.00,26.80,79.00
332.00,0.00,0.00,26.40,80.00
333.00,0.00,0.00,26.00,82.00
334.00,0.00,0.00,25.60,83.00
335.00,0.00,0.00,25.20,83.00
336.00,0.00,0.00,24.80,84.00
337.00,0.00,0.00,24.30,85.00
338.00,0.00,0.00,23.70,86.00
339.00,0.00,0.00,23.20,88.00
340.00,0.00,0.00,22.70,90.00
341.00,0.00,0.00,22.20,93.00
342.00,0.00,0.00,21.60,96.00
343.00,35.00,35.00,22.30,95.00
344.00,16.00,16.00,22.10,97.00
345.00,158.00,158.00,23.00,94.00
346.00,270.00,262.00,24.00,90.00
347.00,259.00,257.00,24.60,88.00
348.00,255.00,249.00,25.00,86.00
349.00,224.00,221.00,25.10,85.00
350.00,279.00,272.00,25.30,84.00
351.00,363.00,340.00,25.70,83.00
352.00,242.00,235.00,25.80,84.00
353.00,158.00,155.00,25.60,86.00
354.00,43.00,43.00,25.00,89.00
355.00,0.00,0.00,24.80,91.00
356.00,0.00,0.00,24.60,93.00
357.00,0.00,0.00,24.40,94.00
358.00,0.00,0.00,24.20,95.00
359.00,0.00,0.00,24.00,95.00
360.00,0.00,0.00,23.80,95.00
361.00,0.00,0.00,23.80,93.00
362.00,0.00,0.00,23.80,93.00
363.00,0.00,0.00,23.70,94.00
364.00,0.00,0.00,23.70,95.00
365.00,0.00,0.00,23.70,96.00
366.00,0.00,0.00,23.70,100.00
367.00,5.00,5.00,23.80,100.00
368.00,3.00,3.00,23.80,100.00
369.00,175.00,175.00,24.90,96.00
370.00,215.00,213.00,25.70,92.00
371.00,150.00,150.00,25.90,91.00
372.00,173.00,172.00,26.10,89.00
373.00,190.00,188.00,26.30,87.00
374.00,279.00,276.00,26.70,85.00
375.00,244.00,242.00,26.90,84.00
376.00,115.00,115.00,26.80,85.00
377.00,12.00,12.00,26.40,87.00
378.00,21.00,21.00,26.10,89.00
379.00,0.00,0.00,25.80,90.00
380.00,0.00,0.00,25.50,92.00
381.00,0.00,0.00,25.30,92.00
382.00,0.00,0.00,25.00,93.00
383.00,0.00,0.00,24.70,93.00
384.00,0.00,0.00,24.40,92.00
385.00,0.00,0.00,24.10,94.00
386.00,0.00,0.00,23.70,94.00
387.00,0.00,0.00,23.30,95.00
388.00,0.00,0.00,22.90,97.00
389.00,0.00,0.00,22.60,99.00
390.00,0.00,0.00,22.20,100.00
391.00,49.00,49.00,23.10,98.00
392.00,148.00,145.00,24.10,95.00
393.00,264.00,252.00,25.20,91.00
394.00,386.00,359.00,26.30,86.00
395.00,360.00,346.00,26.90,84.00
396.00,335.00,314.00,27.20,82.00
397.00,565.00,470.00,28.00,78.00
398.00,590.00,460.00,28.70,75.00
399.00,362.00,339.00,28.70,75.00
400.00,207.00,204.00,28.30,77.00
401.00,120.00,120.00,27.70,80.00
402.00,45.00,45.00,26.90,83.00
403.00,0.00,0.00,26.60,85.00
404.00,0.00,0.00,26.20,87.00
405.00,0.00,0.00,25.80,88.00
406.00,0.00,0.00,25.50,89.00
407.00,0.00,0.00,25.10,89.00
408.00,0.00,0.00,24.80,90.00
409.00,0.00,0.00,24.50,90.00
410.00,0.00,0.00,24.20,91.00
411.00,0.00,0.00,23.90,92.00
412.00,0.00,0.00,23.60,93.00
413.00,0.00,0.00,23.20,95.00
414.00,0.00,0.00,22.90,97.00
415.00,34.00,34.00,23.70,95.00
416.00,154.00,146.00,24.90,91.00
417.00,49.00,49.00,24.60,92.00
418.00,302.00,282.00,25.80,88.00
419.00,160.00,158.00,25.90,87.00
420.00,372.00,335.00,26.70,83.00
421.00,651.00,483.00,28.20,78.00
422.00,641.00,460.00,29.20,74.00
423.00,657.00,365.00,30.10,71.00
424.00,318.00,263.00,30.00,72.00
425.00,244.00,184.00,29.70,74.00
426.00,57.00,57.00,28.90,77.00
427.00,0.00,0.00,28.50,79.00
428.00,0.00,0.00,28.10,81.00
429.00,0.00,0.00,27.70,83.00
430.00,0.00,0.00,27.30,84.00
431.00,0.00,0.00,26.80,85.00
432.00,0.00,0.00,26.40,85.00
433.00,0.00,0.00,26.00,86.00
434.00,0.00,0.00,25.50,87.00
435.00,0.00,0.00,25.00,89.00
436.00,0.00,0.00,24.60,91.00
437.00,0.00,0.00,24.10,94.00
438.00,0.00,0.00,23.60,97.00
439.00,41.00,41.00,24.50,95.00
440.00,217.00,166.00,26.40,88.00
441.00,241.00,231.00,27.20,86.00
442.00,278.00,269.00,27.80,83.00
443.00,120.00,120.00,27.40,84.00
444.00,232.00,227.00,27.60,83.00
445.00,345.00,323.00,28.00,81.00
446.00,444.00,417.00,28.60,78.00
447.00,409.00,373.00,29.00,80.00
448.00,529.00,256.00,29.60,76.00
449.00,338.00,110.00,29.70,77.00
450.00,115.00,66.00,29.10,80.00
451.00,0.00,0.00,28.60,82.00
452.00,0.00,0.00,28.10,84.00
453.00,0.00,0.00,27.70,86.00
454.00,0.00,0.00,27.20,87.00
455.00,0.00,0.00,26.80,88.00
456.00,0.00,0.00,26.30,89.00
457.00,0.00,0.00,26.00,89.00
458.00,0.00,0.00,25.70,90.00
459.00,0.00,0.00,25.40,91.00
460.00,0.00,0.00,25.10,93.00
461.00,0.00,0.00,24.80,95.00
462.00,0.00,0.00,24.50,97.00
463.00,35.00,35.00,25.30,95.00
464.00,113.00,113.00,26.10,92.00
465.00,126.00,126.00,26.50,90.00
466.00,65.00,65.00,26.40,90.00
467.00,317.00,305.00,27.40,85.00
468.00,327.00,313.00,28.10,81.00
469.00,228.00,225.00,28.30,79.00
470.00,295.00,292.00,28.60,77.00
471.00,249.00,248.00,28.80,78.00
472.00,233.00,227.00,28.90,76.00
473.00,156.00,152.00,28.70,76.00
474.00,74.00,65.00,28.40,80.00
475.00,0.00,0.00,27.70,80.00
476.00,0.00,0.00,27.10,82.00
477.00,0.00,0.00,26.50,84.00
478.00,0.00,0.00,25.80,85.00
479.00,0.00,0.00,25.20,86.00
480.00,0.00,0.00,24.60,87.00
481.00,0.00,0.00,23.90,90.00
482.00,0.00,0.00,23.20,92.00
483.00,0.00,0.00,22.60,94.00
484.00,0.00,0.00,21.90,96.00
485.00,0.00,0.00,21.20,99.00
486.00,0.00,0.00,20.50,100.00
487.00,77.00,50.00,22.00,95.00
488.00,240.00,171.00,23.60,89.00
489.00,494.00,242.00,25.90,81.00
490.00,757.00,243.00,28.20,72.00
491.00,894.00,284.00,30.20,65.00
492.00,939.00,319.00,31.70,60.00
493.00,952.00,369.00,32.80,56.00
494.00,882.00,309.00,33.40,53.00
495.00,734.00,240.00,33.60,53.00
496.00,551.00,182.00,33.20,54.00
497.00,323.00,135.00,32.20,57.00
498.00,102.00,59.00,30.70,61.00
499.00,0.00,0.00,29.80,64.00
500.00,0.00,0.00,28.90,67.00
501.00,0.00,0.00,28.00,69.00
502.00,0.00,0.00,27.10,71.00
503.00,0.00,0.00,26.20,73.00
504.00,0.00,0.00,25.30,74.00
505.00,0.00,0.00,24.50,78.00
506.00,0.00,0.00,23.60,80.00
507.00,0.00,0.00,22.70,82.00
508.00,0.00,0.00,21.90,86.00
509.00,0.00,0.00,21.00,89.00
510.00,0.00,0.00,20.10,91.00
511.00,78.00,51.00,21.60,87.00
512.00,316.00,105.00,23.80,80.00
513.00,539.00,155.00,26.00,74.00
514.00,777.00,186.00,28.20,67.00
515.00,906.00,263.00,30.00,62.00
516.00,982.00,308.00,31.40,57.00
517.00,993.00,299.00,32.50,54.00
518.00,922.00,266.00,33.10,53.00
519.00,790.00,198.00,33.30,53.00
520.00,600.00,136.00,32.90,55.00
521.00,354.00,101.00,31.90,59.00
522.00,115.00,61.00,30.30,64.00
523.00,0.00,0.00,29.80,67.00
524.00,0.00,0.00,29.20,70.00
525.00,0.00,0.00,28.70,72.00
526.00,0.00,0.00,28.10,74.00
527.00,0.00,0.00,27.50,76.00
528.00,0.00,0.00,27.00,77.00
529.00,0.00,0.00,26.60,76.00
530.00,0.00,0.00,26.20,77.00
531.00,0.00,0.00,25.80,79.00
532.00,0.00,0.00,25.40,82.00
533.00,0.00,0.00,25.00,85.00
534.00,0.00,0.00,24.60,90.00
535.00,36.00,36.00,25.30,88.00
536.00,87.00,87.00,25.80,87.00
537.00,143.00,143.00,26.40,85.00
538.00,137.00,137.00,26.60,84.00
539.00,114.00,114.00,26.70,83.00
540.00,166.00,165.00,26.90,82.00
541.00,79.00,79.00,26.80,81.00
542.00,381.00,351.00,27.50,79.00
543.00,266.00,258.00,27.80,80.00
544.00,101.00,101.00,27.60,81.00
545.00,124.00,124.00,27.50,80.00
546.00,45.00,45.00,27.10,82.00
547.00,0.00,0.00,26.70,84.00
548.00,0.00,0.00,26.30,86.00
549.00,0.00,0.00,25.90,88.00
550.00,0.00,0.00,25.50,89.00
551.00,0.00,0.00,25.10,90.00
552.00,0.00,0.00,24.70,90.00
553.00,0.00,0.00,24.30,91.00
554.00,0.00,0.00,23.90,92.00
555.00,0.00,0.00,23.50,93.00
556.00,0.00,0.00,23.10,95.00
557.00,0.00,0.00,22.70,98.00
558.00,0.00,0.00,22.40,100.00
559.00,49.00,48.00,23.30,98.00
560.00,200.00,166.00,24.70,94.00
561.00,214.00,208.00,25.20,92.00
562.00,277.00,269.00,25.80,89.00
563.00,437.00,411.00,26.70,85.00
564.00,426.00,401.00,27.30,83.00
565.00,369.00,352.00,27.50,81.00
566.00,410.00,373.00,27.80,80.00
567.00,116.00,116.00,27.20,82.00
568.00,250.00,239.00,27.10,83.00
569.00,111.00,111.00,26.60,86.00
570.00,29.00,29.00,25.90,89.00
571.00,0.00,0.00,25.70,90.00
572.00,0.00,0.00,25.50,92.00
573.00,0.00,0.00,25.30,93.00
574.00,0.00,0.00,25.00,93.00
575.00,0.00,0.00,24.80,93.00
576.00,0.00,0.00,24.60,93.00
577.00,0.00,0.00,24.40,93.00
578.00,0.00,0.00,24.30,93.00
579.00,0.00,0.00,24.10,94.00
580.00,0.00,0.00,23.90,95.00
581.00,0.00,0.00,23.80,96.00
582.00,0.00,0.00,23.60,98.00
583.00,31.00,31.00,24.20,97.00
584.00,80.00,80.00,24.70,96.00
585.00,153.00,153.00,25.40,94.00
586.00,133.00,133.00,25.60,93.00
587.00,180.00,179.00,25.90,91.00
588.00,217.00,212.00,26.20,89.00
589.00,274.00,268.00,26.60,87.00
590.00,263.00,260.00,26.90,86.00
591.00,150.00,150.00,26.80,87.00
592.00,128.00,128.00,26.70,88.00
593.00,62.00,62.00,26.30,90.00
594.00,53.00,53.00,26.10,92.00
595.00,0.00,0.00,25.90,94.00
596.00,0.00,0.00,25.70,95.00
597.00,0.00,0.00,25.60,96.00
598.00,0.00,0.00,25.40,96.00
599.00,0.00,0.00,25.30,96.00
600.00,0.00,0.00,25.10,96.00
601.00,0.00,0.00,25.00,95.00
602.00,0.00,0.00,24.90,95.00
603.00,0.00,0.00,24.80,96.00
604.00,0.00,0.00,24.70,97.00
605.00,0.00,0.00,24.70,98.00
606.00,0.00,0.00,24.60,100.00
607.00,22.00,22.00,25.00,100.00
608.00,59.00,59.00,25.40,99.00
609.00,125.00,125.00,26.00,97.00
610.00,242.00,240.00,26.90,93.00
611.00,333.00,322.00,27.80,89.00
612.00,412.00,389.00,28.60,85.00
613.00,349.00,333.00,29.10,83.00
614.00,388.00,366.00,29.50,81.00
615.00,388.00,360.00,29.80,80.00
616.00,220.00,214.00,29.70,81.00
617.00,68.00,68.00,29.20,83.00
618.00,73.00,66.00,28.70,86.00
619.00,0.00,0.00,28.40,88.00
620.00,0.00,0.00,28.10,89.00
621.00,0.00,0.00,27.80,90.00
622.00,0.00,0.00,27.60,91.00
623.00,0.00,0.00,27.30,91.00
624.00,0.00,0.00,27.00,91.00
625.00,0.00,0.00,26.70,91.00
626.00,0.00,0.00,26.30,92.00
627.00,0.00,0.00,26.00,93.00
628.00,0.00,0.00,25.70,95.00
629.00,0.00,0.00,25.40,97.00
630.00,0.00,0.00,25.00,99.00
631.00,3.00,3.00,25.10,99.00
632.00,64.00,64.00,25.80,97.00
633.00,16.00,16.00,25.70,98.00
634.00,103.00,103.00,26.10,95.00
635.00,210.00,208.00,26.80,92.00
636.00,194.00,192.00,27.20,89.00
637.00,190.00,187.00,27.50,87.00
638.00,243.00,239.00,27.80,86.00
639.00,415.00,378.00,28.50,83.00
640.00,226.00,221.00,28.70,83.00
641.00,126.00,126.00,28.50,84.00
642.00,40.00,40.00,28.20,86.00
643.00,0.00,0.00,27.80,88.00
644.00,0.00,0.00,27.50,89.00
645.00,0.00,0.00,27.10,91.00
646.00,0.00,0.00,26.80,91.00
647.00,0.00,0.00,26.40,92.00
648.00,0.00,0.00,26.10,92.00
649.00,0.00,0.00,25.70,93.00
650.00,0.00,0.00,25.30,94.00
651.00,0.00,0.00,24.90,95.00
652.00,0.00,0.00,24.50,97.00
653.00,0.00,0.00,24.10,99.00
654.00,0.00,0.00,23.80,100.00
655.00,29.00,29.00,24.30,99.00
656.00,112.00,112.00,25.00,97.00
657.00,178.00,177.00,25.60,94.00
658.00,335.00,320.00,26.60,90.00
659.00,346.00,332.00,27.30,87.00
660.00,219.00,215.00,27.30,86.00
661.00,320.00,316.00,27.60,84.00
662.00,358.00,333.00,27.90,82.00
663.00,69.00,69.00,27.40,84.00
664.00,38.00,38.00,26.90,86.00
665.00,58.00,58.00,26.50,88.00
666.00,70.00,65.00,26.20,90.00
667.00,0.00,0.00,26.00,91.00
668.00,0.00,0.00,25.70,93.00
669.00,0.00,0.00,25.40,93.00
670.00,0.00,0.00,25.20,94.00
671.00,0.00,0.00,24.90,94.00
672.00,0.00,0.00,24.70,93.00
673.00,0.00,0.00,24.40,94.00
674.00,0.00,0.00,24.10,94.00
675.00,0.00,0.00,23.80,95.00
676.00,0.00,0.00,23.50,97.00
677.00,0.00,0.00,23.20,98.00
678.00,0.00,0.00,23.00,100.00
679.00,12.00,12.00,23.20,99.00
680.00,54.00,54.00,23.70,98.00
681.00,280.00,243.00,25.40,91.00
682.00,445.00,367.00,27.20,84.00
683.00,236.00,231.00,27.40,83.00
684.00,304.00,297.00,27.70,80.00
685.00,275.00,269.00,27.90,79.00
686.00,459.00,406.00,28.50,76.00
687.00,447.00,378.00,28.90,74.00
688.00,381.00,299.00,29.10,74.00
689.00,304.00,180.00,29.20,74.00
690.00,37.00,37.00,28.40,77.00
691.00,0.00,0.00,27.80,80.00
692.00,0.00,0.00,27.20,82.00
693.00,0.00,0.00,26.70,83.00
