WeatherData4
Time[h],GlobalRadiation[W/m2],DiffusRadiation[W/m2],AmbientAirTemperature[C],AmbientAirHumidity[%]
1818.00,106.00,39.00,12.60,40.00
1819.00,1.00,1.00,10.60,44.00
1820.00,0.00,0.00,9.80,54.00
1821.00,0.00,0.00,9.00,61.00
1822.00,0.00,0.00,8.20,64.00
1823.00,0.00,0.00,7.40,63.00
1824.00,0.00,0.00,6.60,68.00
1825.00,0.00,0.00,6.50,66.00
1826.00,0.00,0.00,6.50,69.00
1827.00,0.00,0.00,6.40,69.00
1828.00,0.00,0.00,6.40,73.00
1829.00,0.00,0.00,6.40,72.00
1830.00,0.00,0.00,6.40,77.00
1831.00,3.00,3.00,6.60,83.00
1832.00,78.00,71.00,8.10,81.00
1833.00,188.00,159.00,10.20,67.00
1834.00,255.00,227.00,11.90,57.00
1835.00,364.00,289.00,13.80,49.00
1836.00,402.00,328.00,15.40,42.00
1837.00,359.00,331.00,16.30,40.00
1838.00,367.00,319.00,17.00,37.00
1839.00,319.00,276.00,17.30,35.00
1840.00,260.00,222.00,17.30,34.00
1841.00,135.00,130.00,16.60,35.00
1842.00,56.00,55.00,15.50,37.00
1843.00,1.00,1.00,14.30,41.00
1844.00,0.00,0.00,13.30,45.00
1845.00,0.00,0.00,12.20,49.00
1846.00,0.00,0.00,11.20,54.00
1847.00,0.00,0.00,10.10,57.00
1848.00,0.00,0.00,9.10,60.00
1849.00,0.00,0.00,7.90,67.00
1850.00,0.00,0.00,6.60,71.00
1851.00,0.00,0.00,5.30,76.00
1852.00,0.00,0.00,4.60,80.00
1853.00,0.00,0.00,3.80,85.00
1854.00,0.00,0.00,3.40,84.00
1855.00,2.00,2.00,3.40,90.00
1856.00,12.00,12.00,3.50,80.00
1857.00,36.00,36.00,3.80,80.00
1858.00,59.00,59.00,4.00,80.00
1859.00,56.00,56.00,4.10,83.00
1860.00,91.00,91.00,4.40,73.00
1861.00,72.00,72.00,4.40,69.00
1862.00,497.00,327.00,6.20,62.00
1863.00,433.00,260.00,7.20,60.00
1864.00,334.00,199.00,7.80,60.00
1865.00,210.00,159.00,7.90,61.00
1866.00,84.00,55.00,7.40,67.00
1867.00,1.00,1.00,6.70,66.00
1868.00,0.00,0.00,6.40,66.00
1869.00,0.00,0.00,6.00,66.00
1870.00,0.00,0.00,5.70,65.00
1871.00,0.00,0.00,5.30,67.00
1872.00,0.00,0.00,5.00,69.00
1873.00,0.00,0.00,5.00,69.00
1874.00,0.00,0.00,5.10,67.00
1875.00,0.00,0.00,5.10,65.00
1876.00,0.00,0.00,5.10,66.00
1877.00,0.00,0.00,5.10,66.00
1878.00,0.00,0.00,5.20,68.00
1879.00,2.00,2.00,5.30,68.00
1880.00,69.00,69.00,6.70,64.00
1881.00,152.00,145.00,8.40,58.00
1882.00,225.00,213.00,10.00,55.00
1883.00,287.00,269.00,11.40,52.00
1884.00,325.00,304.00,12.70,50.00
1885.00,322.00,304.00,13.60,49.00
1886.00,304.00,287.00,14.20,50.00
1887.00,260.00,248.00,14.40,51.00
1888.00,217.00,206.00,14.40,51.00
1889.00,125.00,123.00,13.90,52.00
1890.00,54.00,54.00,13.00,53.00
1891.00,1.00,1.00,11.90,56.00
1892.00,0.00,0.00,11.20,57.00
1893.00,0.00,0.00,10.60,57.00
1894.00,0.00,0.00,9.90,58.00
1895.00,0.00,0.00,9.20,61.00
1896.00,0.00,0.00,8.50,67.00
1897.00,0.00,0.00,7.70,68.00
1898.00,0.00,0.00,6.80,75.00
1899.00,0.00,0.00,6.00,73.00
1900.00,0.00,0.00,5.50,73.00
1901.00,0.00,0.00,5.10,75.00
1902.00,0.00,0.00,4.80,85.00
1903.00,2.00,2.00,4.80,86.00
1904.00,67.00,67.00,5.90,79.00
1905.00,103.00,103.00,6.70,77.00
1906.00,181.00,179.00,7.70,73.00
1907.00,282.00,267.00,9.10,71.00
1908.00,276.00,267.00,9.90,68.00
1909.00,300.00,288.00,10.60,65.00
1910.00,274.00,264.00,11.00,59.00
1911.00,307.00,274.00,11.50,55.00
1912.00,188.00,182.00,11.30,57.00
1913.00,161.00,143.00,11.10,60.00
1914.00,68.00,62.00,10.40,64.00
1915.00,1.00,1.00,9.50,61.00
1916.00,0.00,0.00,8.70,65.00
1917.00,0.00,0.00,7.90,67.00
1918.00,0.00,0.00,7.20,69.00
1919.00,0.00,0.00,6.40,68.00
1920.00,0.00,0.00,5.60,69.00
1921.00,0.00,0.00,5.10,73.00
1922.00,0.00,0.00,4.50,80.00
1923.00,0.00,0.00,4.00,80.00
1924.00,0.00,0.00,3.70,82.00
1925.00,0.00,0.00,3.40,83.00
1926.00,0.00,0.00,3.20,84.00
1927.00,11.00,11.00,3.60,85.00
1928.00,83.00,80.00,5.00,81.00
1929.00,149.00,141.00,6.40,72.00
1930.00,393.00,235.00,9.50,53.00
1931.00,435.00,285.00,11.80,44.00
1932.00,58.00,58.00,10.70,46.00
1933.00,66.00,66.00,9.90,47.00
1934.00,287.00,272.00,10.50,46.00
1935.00,257.00,234.00,10.80,44.00
1936.00,443.00,172.00,11.70,41.00
1937.00,331.00,76.00,12.10,39.00
1938.00,136.00,47.00,11.50,41.00
1939.00,12.00,12.00,10.40,47.00
1940.00,0.00,0.00,9.30,54.00
1941.00,0.00,0.00,8.20,56.00
1942.00,0.00,0.00,7.10,59.00
1943.00,0.00,0.00,6.00,59.00
1944.00,0.00,0.00,4.90,60.00
1945.00,0.00,0.00,4.00,68.00
1946.00,0.00,0.00,2.90,74.00
1947.00,0.00,0.00,1.80,83.00
1948.00,0.00,0.00,1.20,84.00
1949.00,0.00,0.00,0.60,86.00
1950.00,0.00,0.00,0.20,86.00
1951.00,5.00,5.00,0.20,84.00
1952.00,82.00,80.00,1.20,75.00
1953.00,182.00,165.00,2.40,73.00
1954.00,248.00,234.00,3.40,64.00
1955.00,321.00,294.00,4.40,59.00
1956.00,352.00,325.00,5.20,59.00
1957.00,362.00,334.00,5.70,54.00
1958.00,355.00,325.00,6.10,50.00
1959.00,297.00,277.00,6.10,50.00
1960.00,240.00,221.00,6.00,51.00
1961.00,151.00,143.00,5.40,54.00
1962.00,67.00,63.00,4.60,58.00
1963.00,1.00,1.00,3.60,66.00
1964.00,0.00,0.00,2.90,69.00
1965.00,0.00,0.00,2.10,69.00
1966.00,0.00,0.00,1.40,70.00
1967.00,0.00,0.00,0.60,72.00
1968.00,0.00,0.00,-0.10,74.00
1969.00,0.00,0.00,-0.20,76.00
1970.00,0.00,0.00,-0.50,82.00
1971.00,0.00,0.00,-0.80,86.00
1972.00,0.00,0.00,-1.10,84.00
1973.00,0.00,0.00,-1.30,85.00
1974.00,0.00,0.00,-1.60,82.00
1975.00,9.00,9.00,-1.50,83.00
1976.00,164.00,55.00,0.60,74.00
1977.00,341.00,75.00,3.00,66.00
1978.00,506.00,86.00,5.30,53.00
1979.00,634.00,101.00,7.40,44.00
1980.00,715.00,109.00,9.10,37.00
1981.00,740.00,107.00,10.40,33.00
1982.00,713.00,91.00,11.20,34.00
1983.00,630.00,72.00,11.50,33.00
1984.00,489.00,59.00,11.30,33.00
1985.00,314.00,61.00,10.20,37.00
1986.00,132.00,46.00,8.50,41.00
1987.00,3.00,3.00,6.60,47.00
1988.00,0.00,0.00,5.30,59.00
1989.00,0.00,0.00,4.10,62.00
1990.00,0.00,0.00,2.90,64.00
1991.00,0.00,0.00,1.70,70.00
1992.00,0.00,0.00,0.50,79.00
1993.00,0.00,0.00,0.30,80.00
1994.00,0.00,0.00,0.10,79.00
1995.00,0.00,0.00,-0.10,82.00
1996.00,0.00,0.00,-0.20,80.00
1997.00,0.00,0.00,-0.30,81.00
1998.00,0.00,0.00,-0.30,84.00
1999.00,10.00,10.00,0.10,86.00
2000.00,139.00,83.00,2.60,73.00
2001.00,283.00,148.00,5.40,59.00
2002.00,414.00,215.00,8.00,48.00
2003.00,519.00,255.00,10.40,41.00
2004.00,542.00,317.00,12.20,38.00
2005.00,562.00,325.00,13.60,33.00
2006.00,502.00,340.00,14.30,33.00
2007.00,445.00,290.00,14.70,31.00
2008.00,315.00,252.00,14.20,31.00
2009.00,200.00,160.00,13.20,34.00
2010.00,75.00,68.00,11.60,38.00
2011.00,1.00,1.00,9.90,42.00
2012.00,0.00,0.00,9.00,51.00
2013.00,0.00,0.00,8.00,49.00
2014.00,0.00,0.00,7.10,52.00
2015.00,0.00,0.00,6.10,55.00
2016.00,0.00,0.00,5.20,59.00
2017.00,0.00,0.00,4.20,64.00
2018.00,0.00,0.00,3.00,67.00
2019.00,0.00,0.00,1.90,67.00
2020.00,0.00,0.00,1.20,71.00
2021.00,0.00,0.00,0.50,74.00
2022.00,0.00,0.00,-0.10,78.00
2023.00,12.00,12.00,0.10,82.00
2024.00,158.00,78.00,2.20,76.00
2025.00,307.00,125.00,4.40,70.00
2026.00,478.00,132.00,6.70,57.00
2027.00,597.00,180.00,8.80,50.00
2028.00,696.00,169.00,10.60,43.00
2029.00,698.00,201.00,11.90,39.00
2030.00,619.00,224.00,12.50,39.00
2031.00,557.00,168.00,12.70,40.00
2032.00,409.00,165.00,12.20,42.00
2033.00,262.00,112.00,11.10,49.00
2034.00,105.00,60.00,9.40,57.00
2035.00,2.00,2.00,7.50,65.00
2036.00,0.00,0.00,6.90,72.00
2037.00,0.00,0.00,6.40,73.00
2038.00,0.00,0.00,5.90,75.00
2039.00,0.00,0.00,5.40,78.00
2040.00,0.00,0.00,4.90,86.00
2041.00,0.00,0.00,5.30,85.00
2042.00,0.00,0.00,5.80,85.00
2043.00,0.00,0.00,6.20,86.00
2044.00,0.00,0.00,6.60,87.00
2045.00,0.00,0.00,7.00,87.00
2046.00,0.00,0.00,7.20,93.00
2047.00,3.00,3.00,7.40,95.00
2048.00,14.00,14.00,7.40,98.00
2049.00,28.00,28.00,7.50,98.00
2050.00,42.00,42.00,8.40,95.00
2051.00,54.00,54.00,9.20,91.00
2052.00,61.00,61.00,9.50,91.00
2053.00,59.00,59.00,9.30,95.00
2054.00,56.00,56.00,9.90,88.00
2055.00,48.00,48.00,10.00,87.00
2056.00,37.00,37.00,10.20,84.00
2057.00,25.00,25.00,10.10,84.00
2058.00,11.00,11.00,9.90,90.00
2059.00,1.00,1.00,9.70,93.00
2060.00,0.00,0.00,9.50,91.00
2061.00,0.00,0.00,9.40,87.00
2062.00,0.00,0.00,9.10,90.00
2063.00,0.00,0.00,7.50,99.00
2064.00,0.00,0.00,8.80,91.00
2065.00,0.00,0.00,8.50,95.00
2066.00,0.00,0.00,8.00,98.00
2067.00,0.00,0.00,7.50,97.00
2068.00,0.00,0.00,7.20,97.00
2069.00,0.00,0.00,6.90,95.00
2070.00,0.00,0.00,6.70,93.00
2071.00,6.00,6.00,6.90,93.00
2072.00,71.00,71.00,8.10,93.00
2073.00,134.00,134.00,9.20,82.00
2074.00,201.00,197.00,10.40,80.00
2075.00,237.00,231.00,11.30,68.00
2076.00,269.00,261.00,12.20,64.00
2077.00,268.00,260.00,12.70,62.00
2078.00,258.00,251.00,13.10,58.00
2079.00,211.00,207.00,13.20,57.00
2080.00,166.00,165.00,13.00,56.00
2081.00,103.00,103.00,12.60,57.00
2082.00,41.00,41.00,11.80,58.00
2083.00,1.00,1.00,11.00,62.00
2084.00,0.00,0.00,10.50,67.00
2085.00,0.00,0.00,10.00,80.00
2086.00,0.00,0.00,9.10,84.00
2087.00,0.00,0.00,9.10,80.00
2088.00,0.00,0.00,8.50,82.00
2089.00,0.00,0.00,8.40,86.00
2090.00,0.00,0.00,8.00,81.00
2091.00,0.00,0.00,7.80,84.00
2092.00,0.00,0.00,7.60,90.00
2093.00,0.00,0.00,7.50,90.00
2094.00,0.00,0.00,7.40,87.00
2095.00,7.00,7.00,7.60,85.00
2096.00,75.00,75.00,8.90,80.00
2097.00,138.00,138.00,10.20,80.00
2098.00,200.00,196.00,11.40,80.00
2099.00,235.00,229.00,12.40,80.00
2100.00,264.00,256.00,13.20,61.00
2101.00,275.00,267.00,13.90,59.00
2102.00,279.00,269.00,14.40,58.00
2103.00,238.00,232.00,14.60,55.00
2104.00,172.00,171.00,14.50,51.00
2105.00,117.00,117.00,14.00,55.00
2106.00,47.00,47.00,13.30,59.00
2107.00,1.00,1.00,12.40,66.00
2108.00,0.00,0.00,11.60,84.00
2109.00,0.00,0.00,11.40,80.00
2110.00,0.00,0.00,10.90,84.00
2111.00,0.00,0.00,10.40,84.00
2112.00,0.00,0.00,9.90,87.00
2113.00,0.00,0.00,9.40,84.00
2114.00,0.00,0.00,9.00,89.00
2115.00,0.00,0.00,8.60,90.00
2116.00,0.00,0.00,8.30,88.00
2117.00,0.00,0.00,8.10,87.00
2118.00,0.00,0.00,8.00,95.00
2119.00,7.00,7.00,8.20,94.00
2120.00,77.00,77.00,9.50,91.00
2121.00,143.00,142.00,10.70,85.00
2122.00,201.00,197.00,11.80,76.00
2123.00,236.00,230.00,12.80,71.00
2124.00,263.00,256.00,13.50,69.00
2125.00,263.00,256.00,14.10,69.00
2126.00,239.00,234.00,14.40,64.00
2127.00,208.00,205.00,14.50,67.00
2128.00,155.00,155.00,14.30,72.00
2129.00,106.00,106.00,13.80,74.00
2130.00,46.00,46.00,13.10,74.00
2131.00,2.00,2.00,12.30,75.00
2132.00,0.00,0.00,11.20,89.00
2133.00,0.00,0.00,11.30,91.00
2134.00,0.00,0.00,10.90,92.00
2135.00,0.00,0.00,10.20,96.00
2136.00,0.00,0.00,9.90,92.00
2137.00,0.00,0.00,9.60,95.00
2138.00,0.00,0.00,9.30,98.00
2139.00,0.00,0.00,8.90,95.00
2140.00,0.00,0.00,8.60,94.00
2141.00,0.00,0.00,8.40,96.00
2142.00,0.00,0.00,8.40,98.00
2143.00,4.00,4.00,8.30,91.00
2144.00,40.00,40.00,8.10,93.00
2145.00,80.00,80.00,9.30,88.00
2146.00,123.00,123.00,10.40,81.00
2147.00,144.00,144.00,10.90,80.00
2148.00,150.00,150.00,11.10,84.00
2149.00,157.00,156.00,11.50,80.00
2150.00,135.00,135.00,11.80,80.00
2151.00,119.00,119.00,11.80,80.00
2152.00,95.00,95.00,11.70,80.00
2153.00,63.00,63.00,11.40,80.00
2154.00,27.00,27.00,11.00,73.00
2155.00,2.00,2.00,10.50,78.00
2156.00,0.00,0.00,10.50,83.00
2157.00,0.00,0.00,10.60,79.00
2158.00,0.00,0.00,10.60,80.00
2159.00,0.00,0.00,10.60,80.00
2160.00,0.00,0.00,10.70,77.00
2161.00,0.00,0.00,10.80,100.00
2162.00,0.00,0.00,11.00,100.00
2163.00,0.00,0.00,11.30,100.00
2164.00,0.00,0.00,11.40,100.00
2165.00,0.00,0.00,11.50,100.00
2166.00,0.00,0.00,11.60,100.00
2167.00,7.00,7.00,11.90,100.00
2168.00,60.00,60.00,12.80,100.00
2169.00,112.00,112.00,13.60,97.00
2170.00,158.00,158.00,14.50,100.00
2171.00,194.00,191.00,15.20,100.00
2172.00,211.00,207.00,15.90,92.00
2173.00,220.00,215.00,16.30,92.00
2174.00,214.00,210.00,16.70,85.00
2175.00,182.00,180.00,16.90,88.00
2176.00,141.00,141.00,16.80,86.00
2177.00,91.00,91.00,16.60,78.00
2178.00,42.00,42.00,16.10,81.00
2179.00,2.00,2.00,15.50,88.00
2180.00,0.00,0.00,15.00,89.00
2181.00,0.00,0.00,14.50,91.00
2182.00,0.00,0.00,13.40,96.00
2183.00,0.00,0.00,13.30,95.00
2184.00,0.00,0.00,12.90,97.00
2185.00,0.00,0.00,12.10,84.00
2186.00,0.00,0.00,11.40,89.00
2187.00,0.00,0.00,10.50,90.00
2188.00,0.00,0.00,10.00,89.00
2189.00,0.00,0.00,9.40,90.00
2190.00,0.00,0.00,9.20,90.00
2191.00,5.00,5.00,9.40,87.00
2192.00,18.00,18.00,9.40,86.00
2193.00,33.00,33.00,9.40,82.00
2194.00,47.00,47.00,9.40,82.00
2195.00,56.00,56.00,9.40,82.00
2196.00,63.00,63.00,9.30,86.00
2197.00,65.00,65.00,9.30,76.00
2198.00,64.00,64.00,9.20,76.00
2199.00,57.00,57.00,9.20,77.00
2200.00,46.00,46.00,9.10,84.00
2201.00,30.00,30.00,8.90,83.00
2202.00,13.00,13.00,7.20,97.00
2203.00,2.00,2.00,8.60,86.00
2204.00,0.00,0.00,7.80,89.00
2205.00,0.00,0.00,8.20,86.00
2206.00,0.00,0.00,8.10,84.00
2207.00,0.00,0.00,7.80,83.00
2208.00,0.00,0.00,7.10,90.00
2209.00,0.00,0.00,7.80,91.00
2210.00,0.00,0.00,7.80,91.00
2211.00,0.00,0.00,7.90,94.00
2212.00,0.00,0.00,8.00,91.00
2213.00,0.00,0.00,8.00,91.00
2214.00,0.00,0.00,8.10,95.00
2215.00,40.00,34.00,8.80,93.00
2216.00,131.00,115.00,10.10,84.00
2217.00,239.00,206.00,11.70,82.00
2218.00,362.00,276.00,13.50,82.00
2219.00,412.00,333.00,15.00,62.00
2220.00,468.00,385.00,16.40,51.00
2221.00,471.00,368.00,17.40,45.00
2222.00,391.00,342.00,17.90,43.00
2223.00,330.00,306.00,18.10,43.00
2224.00,277.00,248.00,18.10,45.00
2225.00,186.00,167.00,17.70,47.00
2226.00,80.00,78.00,16.80,50.00
2227.00,2.00,2.00,15.80,54.00
2228.00,0.00,0.00,14.70,64.00
2229.00,0.00,0.00,13.60,66.00
2230.00,0.00,0.00,12.50,67.00
2231.00,0.00,0.00,11.40,70.00
2232.00,0.00,0.00,10.30,71.00
2233.00,0.00,0.00,9.00,77.00
2234.00,0.00,0.00,7.70,84.00
2235.00,0.00,0.00,6.90,88.00
2236.00,0.00,0.00,6.20,82.00
2237.00,0.00,0.00,5.70,81.00
2238.00,0.00,0.00,5.60,84.00
2239.00,31.00,31.00,6.00,84.00
2240.00,130.00,113.00,7.10,79.00
2241.00,291.00,194.00,8.80,78.00
2242.00,234.00,217.00,9.50,73.00
2243.00,390.00,325.00,10.70,69.00
2244.00,471.00,370.00,11.90,66.00
2245.00,705.00,277.00,13.60,61.00
2246.00,561.00,352.00,14.50,61.00
2247.00,445.00,321.00,14.80,57.00
2248.00,332.00,256.00,14.80,58.00
2249.00,327.00,145.00,14.70,57.00
2250.00,202.00,81.00,14.10,59.00
2251.00,15.00,15.00,12.90,63.00
2252.00,0.00,0.00,11.90,73.00
2253.00,0.00,0.00,10.90,76.00
2254.00,0.00,0.00,10.00,77.00
2255.00,0.00,0.00,9.00,81.00
2256.00,0.00,0.00,8.10,85.00
2257.00,0.00,0.00,7.60,85.00
2258.00,0.00,0.00,7.00,90.00
2259.00,0.00,0.00,6.70,92.00
2260.00,0.00,0.00,6.40,92.00
2261.00,0.00,0.00,6.20,95.00
2262.00,0.00,0.00,6.20,96.00
2263.00,34.00,34.00,6.60,92.00
2264.00,67.00,67.00,7.10,89.00
2265.00,60.00,60.00,7.20,89.00
2266.00,82.00,82.00,7.40,91.00
2267.00,209.00,204.00,8.10,90.00
2268.00,373.00,342.00,9.30,86.00
2269.00,225.00,221.00,9.60,85.00
2270.00,269.00,259.00,9.80,93.00
2271.00,319.00,298.00,10.40,86.00
2272.00,252.00,234.00,10.70,84.00
2273.00,86.00,86.00,10.30,84.00
2274.00,71.00,71.00,9.90,88.00
2275.00,3.00,3.00,9.20,93.00
2276.00,0.00,0.00,9.50,92.00
2277.00,0.00,0.00,9.70,92.00
2278.00,0.00,0.00,9.90,92.00
2279.00,0.00,0.00,10.10,95.00
2280.00,0.00,0.00,10.30,97.00
2281.00,0.00,0.00,10.40,94.00
2282.00,0.00,0.00,10.70,91.00
2283.00,0.00,0.00,11.00,96.00
2284.00,0.00,0.00,11.10,94.00
2285.00,0.00,0.00,11.20,97.00
2286.00,0.00,0.00,11.30,98.00
2287.00,24.00,24.00,11.80,98.00
2288.00,67.00,67.00,12.40,97.00
2289.00,129.00,129.00,13.30,93.00
2290.00,184.00,182.00,14.30,83.00
2291.00,191.00,189.00,15.00,76.00
2292.00,247.00,241.00,15.80,74.00
2293.00,220.00,219.00,16.30,73.00
2294.00,202.00,200.00,16.60,72.00
2295.00,121.00,121.00,16.50,69.00
2296.00,96.00,96.00,16.10,86.00
2297.00,81.00,81.00,15.50,86.00
2298.00,24.00,24.00,15.70,82.00
2299.00,2.00,2.00,15.20,82.00
2300.00,0.00,0.00,14.70,82.00
2301.00,0.00,0.00,14.10,82.00
2302.00,0.00,0.00,13.60,82.00
2303.00,0.00,0.00,13.00,82.00
2304.00,0.00,0.00,12.50,82.00
2305.00,0.00,0.00,11.10,87.00
2306.00,0.00,0.00,9.60,92.00
2307.00,0.00,0.00,8.80,96.00
2308.00,0.00,0.00,8.00,94.00
2309.00,0.00,0.00,7.40,94.00
2310.00,0.00,0.00,7.30,94.00
2311.00,72.00,38.00,8.20,91.00
2312.00,253.00,107.00,10.00,83.00
2313.00,274.00,205.00,11.00,80.00
2314.00,583.00,158.00,13.30,61.00
2315.00,679.00,215.00,15.20,54.00
2316.00,626.00,325.00,16.30,53.00
2317.00,654.00,328.00,17.10,51.00
2318.00,398.00,345.00,17.00,55.00
2319.00,370.00,314.00,16.80,57.00
2320.00,346.00,262.00,16.50,60.00
2321.00,199.00,170.00,15.60,63.00
2322.00,121.00,89.00,14.60,64.00
2323.00,5.00,5.00,13.30,68.00
2324.00,0.00,0.00,12.70,76.00
2325.00,0.00,0.00,12.20,75.00
2326.00,0.00,0.00,11.60,77.00
2327.00,0.00,0.00,11.10,76.00
2328.00,0.00,0.00,10.50,82.00
2329.00,0.00,0.00,10.70,83.00
2330.00,0.00,0.00,10.90,82.00
2331.00,0.00,0.00,11.10,87.00
2332.00,0.00,0.00,11.20,86.00
2333.00,0.00,0.00,11.30,86.00
2334.00,0.00,0.00,11.30,86.00
2335.00,19.00,19.00,11.70,82.00
2336.00,52.00,52.00,12.30,76.00
2337.00,92.00,92.00,13.00,72.00
2338.00,128.00,128.00,13.70,71.00
2339.00,160.00,160.00,14.30,67.00
2340.00,186.00,186.00,15.00,62.00
2341.00,173.00,173.00,15.40,59.00
2342.00,152.00,152.00,15.60,60.00
2343.00,142.00,142.00,15.80,61.00
2344.00,117.00,117.00,15.60,76.00
2345.00,89.00,89.00,15.60,82.00
2346.00,37.00,37.00,15.30,82.00
2347.00,3.00,3.00,14.80,82.00
2348.00,0.00,0.00,14.40,86.00
2349.00,0.00,0.00,13.80,82.00
2350.00,0.00,0.00,13.30,82.00
2351.00,0.00,0.00,11.70,90.00
2352.00,0.00,0.00,11.80,86.00
2353.00,0.00,0.00,11.40,86.00
2354.00,0.00,0.00,10.40,89.00
2355.00,0.00,0.00,9.90,88.00
2356.00,0.00,0.00,9.40,90.00
2357.00,0.00,0.00,9.00,91.00
2358.00,0.00,0.00,8.90,90.00
2359.00,31.00,31.00,9.30,89.00
2360.00,139.00,121.00,10.50,82.00
2361.00,406.00,163.00,13.30,82.00
2362.00,455.00,273.00,15.20,82.00
2363.00,431.00,339.00,16.30,63.00
2364.00,242.00,233.00,16.20,60.00
2365.00,364.00,323.00,16.60,59.00
2366.00,661.00,315.00,17.90,53.00
2367.00,705.00,167.00,19.20,52.00
2368.00,487.00,181.00,19.50,52.00
2369.00,401.00,86.00,19.50,55.00
2370.00,207.00,42.00,18.80,57.00
2371.00,22.00,22.00,17.50,64.00
2372.00,0.00,0.00,16.70,75.00
2373.00,0.00,0.00,16.00,78.00
2374.00,0.00,0.00,15.30,82.00
2375.00,0.00,0.00,14.50,83.00
2376.00,0.00,0.00,13.80,88.00
2377.00,0.00,0.00,13.50,85.00
2378.00,0.00,0.00,13.20,82.00
2379.00,0.00,0.00,13.10,84.00
2380.00,0.00,0.00,13.00,87.00
2381.00,0.00,0.00,12.90,88.00
2382.00,0.00,0.00,12.90,95.00
2383.00,26.00,26.00,13.30,90.00
2384.00,58.00,58.00,13.70,93.00
2385.00,101.00,101.00,14.30,84.00
2386.00,160.00,160.00,15.00,78.00
2387.00,174.00,173.00,15.50,76.00
2388.00,165.00,165.00,15.80,82.00
2389.00,199.00,198.00,15.90,86.00
2390.00,198.00,194.00,16.40,82.00
2391.00,183.00,181.00,16.70,82.00
2392.00,146.00,146.00,16.00,86.00
2393.00,97.00,97.00,16.50,82.00
2394.00,40.00,40.00,16.30,82.00
2395.00,3.00,3.00,15.80,82.00
2396.00,0.00,0.00,15.20,82.00
2397.00,0.00,0.00,14.60,82.00
2398.00,0.00,0.00,14.00,82.00
2399.00,0.00,0.00,13.40,82.00
2400.00,0.00,0.00,12.80,82.00
2401.00,0.00,0.00,12.20,82.00
2402.00,0.00,0.00,11.50,82.00
2403.00,0.00,0.00,11.20,82.00
2404.00,0.00,0.00,10.80,80.00
2405.00,0.00,0.00,10.60,85.00
2406.00,0.00,0.00,10.50,84.00
2407.00,113.00,35.00,12.20,77.00
2408.00,289.00,51.00,14.60,69.00
2409.00,488.00,72.00,17.30,58.00
2410.00,628.00,94.00,19.70,47.00
2411.00,759.00,209.00,22.10,43.00
2412.00,461.00,363.00,22.40,40.00
2413.00,515.00,387.00,22.80,40.00
2414.00,477.00,378.00,23.00,40.00
2415.00,427.00,344.00,23.00,39.00
2416.00,355.00,288.00,22.70,37.00
2417.00,234.00,193.00,21.80,43.00
2418.00,110.00,97.00,20.50,50.00
2419.00,10.00,10.00,19.10,53.00
2420.00,0.00,0.00,17.80,64.00
2421.00,0.00,0.00,16.50,69.00
2422.00,0.00,0.00,15.10,71.00
2423.00,0.00,0.00,13.80,79.00
2424.00,0.00,0.00,12.50,81.00
2425.00,0.00,0.00,11.50,85.00
2426.00,0.00,0.00,10.40,89.00
2427.00,0.00,0.00,9.80,89.00
2428.00,0.00,0.00,9.30,89.00
2429.00,0.00,0.00,8.90,88.00
2430.00,1.00,1.00,8.80,87.00
2431.00,96.00,40.00,10.30,78.00
2432.00,264.00,72.00,12.40,68.00
2433.00,438.00,96.00,14.80,59.00
2434.00,583.00,139.00,17.10,46.00
2435.00,686.00,192.00,19.10,40.00
2436.00,759.00,207.00,20.90,36.00
2437.00,764.00,229.00,22.30,34.00
2438.00,713.00,240.00,23.10,32.00
2439.00,612.00,202.00,23.50,32.00
2440.00,474.00,193.00,23.30,30.00
2441.00,329.00,132.00,22.60,32.00
2442.00,166.00,80.00,21.20,35.00
2443.00,12.00,12.00,19.40,39.00
2444.00,0.00,0.00,17.90,48.00
2445.00,0.00,0.00,16.30,54.00
2446.00,0.00,0.00,14.70,57.00
2447.00,0.00,0.00,13.10,59.00
2448.00,0.00,0.00,11.50,66.00
2449.00,0.00,0.00,10.30,75.00
2450.00,0.00,0.00,9.00,77.00
2451.00,0.00,0.00,8.20,81.00
2452.00,0.00,0.00,7.50,84.00
2453.00,0.00,0.00,7.00,86.00
2454.00,1.00,1.00,6.90,86.00
2455.00,96.00,46.00,8.30,84.00
2456.00,250.00,90.00,10.20,71.00
2457.00,401.00,165.00,12.30,66.00
2458.00,530.00,219.00,14.30,54.00
2459.00,637.00,258.00,16.10,49.00
2460.00,701.00,275.00,17.70,41.00
2461.00,755.00,259.00,19.00,38.00
2462.00,728.00,215.00,19.90,37.00
2463.00,639.00,181.00,20.40,36.00
2464.00,507.00,140.00,20.40,34.00
2465.00,347.00,118.00,19.70,34.00
2466.00,183.00,63.00,18.50,36.00
2467.00,16.00,16.00,16.80,44.00
2468.00,0.00,0.00,15.60,55.00
2469.00,0.00,0.00,14.40,60.00
2470.00,0.00,0.00,13.10,65.00
2471.00,0.00,0.00,11.90,68.00
2472.00,0.00,0.00,10.60,74.00
2473.00,0.00,0.00,10.00,75.00
2474.00,0.00,0.00,9.30,77.00
2475.00,0.00,0.00,8.90,82.00
2476.00,0.00,0.00,8.50,86.00
2477.00,0.00,0.00,8.20,89.00
2478.00,1.00,1.00,8.20,93.00
2479.00,100.00,47.00,9.60,87.00
