WeatherData4
Time[h],GlobalRadiation[W/m2],DiffusRadiation[W/m2],AmbientAirTemperature[C],AmbientAirHumidity[%]
561.00,51.00,44.00,0.80,82.00
562.00,135.00,104.00,2.40,75.00
563.00,287.00,129.00,4.90,66.00
564.00,448.00,159.00,7.70,58.00
565.00,353.00,179.00,9.00,55.00
566.00,157.00,152.00,8.50,59.00
567.00,144.00,137.00,8.00,64.00
568.00,34.00,34.00,6.80,68.00
569.00,34.00,32.00,5.80,74.00
570.00,0.00,0.00,4.70,80.00
571.00,0.00,0.00,4.50,77.00
572.00,0.00,0.00,4.30,81.00
573.00,0.00,0.00,4.10,84.00
574.00,0.00,0.00,3.90,88.00
575.00,0.00,0.00,3.60,88.00
576.00,0.00,0.00,3.40,90.00
577.00,0.00,0.00,2.90,93.00
578.00,0.00,0.00,2.40,91.00
579.00,0.00,0.00,1.90,96.00
580.00,0.00,0.00,1.70,97.00
581.00,0.00,0.00,1.40,93.00
582.00,0.00,0.00,1.20,95.00
583.00,0.00,0.00,1.00,94.00
584.00,1.00,1.00,1.10,91.00
585.00,70.00,54.00,2.50,84.00
586.00,46.00,46.00,2.70,83.00
587.00,122.00,122.00,3.60,80.00
588.00,168.00,160.00,4.50,77.00
589.00,325.00,196.00,6.30,71.00
590.00,258.00,191.00,7.10,66.00
591.00,144.00,137.00,7.10,62.00
592.00,74.00,74.00,6.50,66.00
593.00,32.00,32.00,5.70,76.00
594.00,0.00,0.00,4.90,79.00
595.00,0.00,0.00,4.60,84.00
596.00,0.00,0.00,4.30,85.00
597.00,0.00,0.00,4.00,84.00
598.00,0.00,0.00,3.70,86.00
599.00,0.00,0.00,3.50,88.00
600.00,0.00,0.00,3.20,92.00
601.00,0.00,0.00,2.90,87.00
602.00,0.00,0.00,2.80,94.00
603.00,0.00,0.00,2.70,95.00
604.00,0.00,0.00,2.60,92.00
605.00,0.00,0.00,2.60,92.00
606.00,0.00,0.00,2.60,92.00
607.00,0.00,0.00,2.60,90.00
608.00,1.00,1.00,2.70,85.00
609.00,38.00,38.00,3.50,80.00
610.00,137.00,106.00,5.20,69.00
611.00,161.00,145.00,6.30,65.00
612.00,377.00,179.00,8.80,56.00
613.00,251.00,200.00,9.60,52.00
614.00,88.00,88.00,9.00,53.00
615.00,56.00,56.00,8.20,57.00
616.00,66.00,66.00,7.80,57.00
617.00,25.00,25.00,7.10,63.00
618.00,0.00,0.00,6.40,72.00
619.00,0.00,0.00,6.00,68.00
620.00,0.00,0.00,5.60,70.00
621.00,0.00,0.00,5.10,75.00
622.00,0.00,0.00,4.70,73.00
623.00,0.00,0.00,4.30,73.00
624.00,0.00,0.00,3.90,75.00
625.00,0.00,0.00,3.10,81.00
626.00,0.00,0.00,2.30,85.00
627.00,0.00,0.00,1.50,87.00
628.00,0.00,0.00,1.10,92.00
629.00,0.00,0.00,0.70,99.00
630.00,0.00,0.00,0.30,98.00
631.00,0.00,0.00,0.00,97.00
632.00,0.00,0.00,0.00,97.00
633.00,57.00,48.00,1.10,97.00
634.00,146.00,115.00,2.70,90.00
635.00,246.00,143.00,4.50,81.00
636.00,264.00,191.00,5.70,75.00
637.00,63.00,63.00,5.10,76.00
638.00,218.00,184.00,5.50,72.00
639.00,286.00,131.00,6.20,69.00
640.00,94.00,90.00,5.60,69.00
641.00,51.00,39.00,4.90,70.00
642.00,1.00,1.00,3.90,72.00
643.00,0.00,0.00,3.50,72.00
644.00,0.00,0.00,3.10,74.00
645.00,0.00,0.00,2.80,76.00
646.00,0.00,0.00,2.40,75.00
647.00,0.00,0.00,2.00,76.00
648.00,0.00,0.00,1.60,77.00
649.00,0.00,0.00,1.50,77.00
650.00,0.00,0.00,1.40,79.00
651.00,0.00,0.00,1.40,76.00
652.00,0.00,0.00,1.40,83.00
653.00,0.00,0.00,1.40,86.00
654.00,0.00,0.00,1.40,87.00
655.00,0.00,0.00,1.40,87.00
656.00,1.00,1.00,1.50,86.00
657.00,30.00,30.00,2.30,81.00
658.00,19.00,19.00,2.40,80.00
659.00,102.00,102.00,3.60,77.00
660.00,173.00,169.00,5.10,68.00
661.00,172.00,168.00,6.10,62.00
662.00,263.00,191.00,7.50,60.00
663.00,261.00,141.00,8.50,59.00
664.00,193.00,102.00,9.00,57.00
665.00,42.00,39.00,8.20,58.00
666.00,0.00,0.00,7.20,67.00
667.00,0.00,0.00,6.90,67.00
668.00,0.00,0.00,6.60,65.00
669.00,0.00,0.00,6.30,64.00
670.00,0.00,0.00,6.10,63.00
671.00,0.00,0.00,5.80,68.00
672.00,0.00,0.00,5.50,72.00
673.00,0.00,0.00,5.00,77.00
674.00,0.00,0.00,4.50,75.00
675.00,0.00,0.00,4.00,72.00
676.00,0.00,0.00,3.70,71.00
677.00,0.00,0.00,3.40,73.00
678.00,0.00,0.00,3.30,73.00
679.00,0.00,0.00,3.10,76.00
680.00,0.00,0.00,3.10,75.00
681.00,7.00,7.00,3.20,70.00
682.00,100.00,97.00,4.60,69.00
683.00,128.00,128.00,5.60,69.00
684.00,211.00,198.00,6.90,68.00
685.00,212.00,201.00,7.80,70.00
686.00,206.00,193.00,8.40,68.00
687.00,149.00,144.00,8.50,70.00
688.00,103.00,98.00,8.30,70.00
